ticket_id,unit_id,property_id,category,priority,open_date,close_date,cost,status
M00346,U00090,P001,Electrical,Emergency,2024-10-05,2024-10-22,1532.28,Closed
M00347,U00165,P001,Pest Control,Medium,2024-06-16,2024-07-26,1065.46,Closed
M00348,U00132,P001,Appliance,Medium,2024-12-22,2025-01-07,2013.52,Closed
M00349,U00220,P001,Pest Control,Emergency,2025-11-07,2025-11-15,232.24,Closed
M00350,U00114,P001,HVAC,Low,2025-10-20,2025-11-28,1783.45,Closed
M00351,U00013,P001,Appliance,Emergency,2026-03-20,2026-04-11,827.3,Closed
M00352,U00179,P001,Flooring,Low,2025-08-04,2025-08-15,1961.0,Closed
M00353,U00272,P001,Electrical,Emergency,2023-09-15,2023-10-08,1463.96,Closed
M00354,U00078,P001,Plumbing,Medium,2025-08-08,,0.0,Open
M00355,U00240,P001,HVAC,Low,2025-09-22,2025-10-18,1018.41,Closed
M00356,U00012,P001,HVAC,Medium,2024-06-24,2024-07-14,227.53,Closed
M00357,U00004,P001,HVAC,Emergency,2025-03-16,2025-04-25,1494.12,Closed
M00358,U00251,P001,Electrical,Medium,2025-12-19,,0.0,Open
M00359,U00101,P001,Flooring,Medium,2026-02-26,,0.0,Open
M00360,U00162,P001,Pest Control,Medium,2023-10-17,2023-11-28,2049.5,Closed
M00361,U00131,P001,General,High,2024-12-03,2024-12-08,207.76,Closed
M00362,U00111,P001,Electrical,High,2023-06-25,2023-07-29,1092.96,Closed
M00363,U00182,P001,Electrical,High,2025-10-30,2025-11-10,943.68,Closed
M00364,U00150,P001,General,Medium,2024-07-25,2024-07-26,1380.45,Closed
M00365,U00186,P001,Electrical,Medium,2023-08-05,2023-09-07,1763.59,Closed
M00366,U00086,P001,General,Medium,2024-03-12,2024-03-27,2405.79,Closed
M00367,U00088,P001,Pest Control,Low,2023-08-20,,0.0,Open
M00368,U00552,P002,Flooring,Medium,2023-11-18,2023-12-17,612.34,Closed
M00369,U00503,P002,Appliance,Medium,2025-05-15,2025-05-16,1206.24,Closed
M00370,U00288,P002,Plumbing,Emergency,2025-12-06,,0.0,Open
M00371,U00566,P002,Appliance,Medium,2026-01-18,2026-03-03,219.92,Closed
M00372,U00367,P002,Electrical,Emergency,2025-10-28,2025-11-11,1591.62,Closed
M00373,U00452,P002,Plumbing,Medium,2025-04-01,2025-04-07,1726.86,Closed
M00374,U00294,P002,Plumbing,Medium,2023-11-13,2023-11-21,1565.19,Closed
M00375,U00560,P002,Pest Control,Medium,2024-02-19,2024-03-02,559.58,Closed
M00376,U00309,P002,Plumbing,Medium,2025-10-04,2025-11-02,379.87,Closed
M00377,U00408,P002,Appliance,Low,2024-04-10,2024-05-14,615.74,Closed
M00378,U00382,P002,General,Medium,2024-03-18,,0.0,Open
M00379,U00425,P002,HVAC,High,2025-04-08,,0.0,Open
M00380,U00579,P002,Plumbing,High,2024-03-16,,0.0,Open
M00381,U00571,P002,Plumbing,Emergency,2024-01-16,,0.0,Open
M00382,U00487,P002,HVAC,Low,2025-10-12,,0.0,Open
M00383,U00503,P002,Flooring,High,2026-01-21,2026-02-10,72.66,Closed
M00384,U00390,P002,Pest Control,Low,2024-11-02,2024-11-19,207.48,Closed
M00385,U00294,P002,Electrical,Low,2025-11-09,2025-12-17,1187.55,Closed
M00386,U00300,P002,General,Emergency,2025-01-09,2025-01-31,1403.18,Closed
M00387,U00336,P002,Appliance,Low,2026-02-28,2026-03-10,1471.26,Closed
M00388,U00496,P002,Pest Control,Medium,2023-06-08,2023-06-27,284.94,Closed
M00389,U00468,P002,Plumbing,Medium,2023-07-08,2023-08-04,1557.42,Closed
M00390,U00497,P002,Plumbing,Medium,2024-02-06,2024-02-17,1785.45,Closed
M00391,U00475,P002,HVAC,Medium,2024-04-29,2024-06-04,2341.85,Closed
M00392,U00451,P002,Flooring,Emergency,2024-06-30,,0.0,Open
M00393,U00512,P002,General,Medium,2024-09-24,2024-10-12,1863.42,Closed
M00394,U00441,P002,Electrical,High,2024-05-23,,0.0,Open
M00395,U00386,P002,Flooring,Medium,2023-09-04,2023-09-10,333.74,Closed
M00396,U00453,P002,Pest Control,Medium,2025-03-26,2025-05-09,1116.73,Closed
M00397,U00377,P002,Electrical,High,2024-05-28,2024-06-12,252.02,Closed
M00398,U00512,P002,Appliance,Emergency,2023-07-09,,0.0,Open
M00399,U00295,P002,Appliance,Medium,2026-04-05,2026-05-13,1203.68,Closed
M00400,U00563,P002,Electrical,Low,2025-02-23,,0.0,Open
M00401,U00352,P002,HVAC,Emergency,2024-08-24,2024-10-08,854.77,Closed
M00402,U00436,P002,General,Medium,2024-06-05,2024-06-28,1430.65,Closed
M00403,U00511,P002,Appliance,High,2026-03-12,2026-03-18,312.09,Closed
M00404,U00381,P002,Pest Control,High,2024-08-31,2024-09-20,1908.56,Closed
M00405,U00524,P002,Electrical,Medium,2025-11-22,,0.0,Open
M00406,U00451,P002,Pest Control,Low,2023-11-27,,0.0,Open
M00407,U00285,P002,Flooring,Emergency,2025-05-31,,0.0,Open
M00408,U00577,P002,Electrical,Low,2024-01-10,,0.0,Open
M00409,U00370,P002,HVAC,Low,2024-07-25,2024-08-28,1508.03,Closed
M00410,U00477,P002,Plumbing,Low,2024-07-05,2024-08-02,1717.86,Closed
M00411,U00321,P002,HVAC,Emergency,2024-09-08,2024-10-10,737.87,Closed
M00412,U00339,P002,General,Low,2024-10-17,2024-11-23,1530.53,Closed
M00413,U00530,P002,Flooring,Emergency,2024-02-15,2024-03-27,2270.59,Closed
M00414,U00453,P002,General,High,2023-09-08,,0.0,Open
M00415,U00397,P002,HVAC,Emergency,2026-02-19,2026-03-25,1707.73,Closed
M00416,U00359,P002,Flooring,Medium,2025-08-21,2025-08-28,1387.94,Closed
M00417,U00417,P002,Pest Control,Medium,2026-01-13,2026-01-29,175.32,Closed
M00418,U00576,P002,Plumbing,Low,2026-01-19,2026-02-26,747.19,Closed
M00419,U00583,P002,Flooring,Medium,2024-12-18,2025-01-31,2256.6,Closed
M00420,U00414,P002,Pest Control,Medium,2024-12-19,2024-12-22,1157.15,Closed
M00421,U00582,P002,Pest Control,Medium,2025-10-20,2025-11-30,1939.4,Closed
M00422,U00460,P002,Appliance,Medium,2025-01-30,2025-02-22,2484.11,Closed
M00423,U00340,P002,General,High,2023-08-03,,0.0,Open
M00424,U00417,P002,HVAC,Medium,2024-08-02,,0.0,Open
M00425,U00549,P002,Appliance,Emergency,2023-09-19,2023-10-28,1774.9,Closed
M00426,U00578,P002,Electrical,Medium,2026-04-02,,0.0,Open
M00427,U00515,P002,Flooring,Medium,2026-03-14,2026-04-26,2466.24,Closed
M00428,U00567,P002,Plumbing,High,2026-02-01,2026-02-15,2477.91,Closed
M00429,U00304,P002,Electrical,Medium,2023-09-25,,0.0,Open
M00430,U00335,P002,Pest Control,High,2026-01-09,,0.0,Open
M00431,U00333,P002,General,Medium,2025-03-09,2025-04-20,1584.72,Closed
M00432,U00536,P002,Flooring,Emergency,2024-08-20,2024-08-31,414.1,Closed
M00433,U00386,P002,General,Emergency,2025-03-20,2025-04-05,2265.27,Closed
M00434,U00494,P002,Flooring,Emergency,2025-04-27,2025-06-02,865.93,Closed
M00435,U00307,P002,General,Medium,2024-09-02,2024-09-11,2327.76,Closed
M00436,U00486,P002,Appliance,Medium,2024-04-20,2024-05-11,1751.17,Closed
M00437,U00454,P002,Pest Control,Low,2025-01-04,2025-01-14,693.08,Closed
M00438,U00312,P002,HVAC,Medium,2024-02-18,2024-03-20,1243.88,Closed
M00439,U00434,P002,Electrical,Emergency,2025-04-06,,0.0,Open
M00440,U00584,P002,HVAC,Medium,2025-03-04,2025-04-18,1156.14,Closed
M00441,U00306,P002,HVAC,Low,2023-08-23,2023-09-23,666.12,Closed
M00442,U00384,P002,Electrical,Medium,2024-11-25,,0.0,Open
M00443,U00469,P002,Flooring,Medium,2026-01-18,,0.0,Open
M00444,U00341,P002,Pest Control,Medium,2024-01-07,2024-01-23,2321.57,Closed
M00445,U00590,P002,Plumbing,Medium,2026-02-03,2026-02-04,2114.71,Closed
M00446,U00451,P002,Plumbing,High,2025-09-07,2025-09-17,463.71,Closed
M00447,U00361,P002,Flooring,Medium,2023-07-25,2023-08-13,744.04,Closed
M00448,U00570,P002,General,Medium,2024-10-21,2024-11-07,958.9,Closed
M00449,U00450,P002,Pest Control,Medium,2025-04-12,2025-05-09,570.0,Closed
M00450,U00455,P002,Electrical,Low,2026-03-20,2026-04-24,1534.0,Closed
M00451,U00444,P002,Pest Control,Medium,2024-09-18,2024-10-20,1054.36,Closed
M00452,U00383,P002,Flooring,Emergency,2023-10-05,2023-11-01,136.65,Closed
M00453,U00551,P002,HVAC,Medium,2025-08-28,2025-10-10,2458.47,Closed
M00454,U00357,P002,Electrical,Emergency,2023-07-06,2023-08-19,500.22,Closed
M00455,U00316,P002,Flooring,High,2025-07-07,,0.0,Open
M00456,U00296,P002,Electrical,Low,2025-12-24,2025-12-27,1107.58,Closed
M00457,U00521,P002,Plumbing,Low,2025-04-28,2025-05-10,144.75,Closed
M00458,U00391,P002,Flooring,Medium,2024-10-30,2024-11-02,1169.88,Closed
M00459,U00591,P002,Electrical,Medium,2024-01-21,2024-01-26,1400.52,Closed
M00460,U00384,P002,General,Medium,2024-09-16,2024-10-27,2145.16,Closed
M00461,U00322,P002,General,Emergency,2024-04-18,2024-05-13,1968.83,Closed
M00462,U00360,P002,Plumbing,Low,2025-04-21,2025-05-22,258.35,Closed
M00463,U00373,P002,Electrical,Low,2023-09-22,,0.0,Open
M00464,U00349,P002,HVAC,Emergency,2024-09-20,2024-10-19,1884.06,Closed
M00465,U00378,P002,Electrical,Low,2025-03-08,2025-04-13,844.17,Closed
M00466,U00562,P002,Flooring,High,2024-05-07,,0.0,Open
M00467,U00359,P002,Plumbing,High,2024-07-01,2024-08-15,1667.57,Closed
M00468,U00298,P002,Plumbing,Medium,2025-10-11,,0.0,Open
M00469,U00568,P002,Plumbing,Medium,2024-11-11,2024-12-08,945.9,Closed
M00470,U00581,P002,Appliance,Medium,2024-12-06,2024-12-07,2119.37,Closed
M00471,U00498,P002,Pest Control,Low,2025-10-21,,0.0,Open
M00472,U00420,P002,Electrical,Medium,2024-11-08,,0.0,Open
M00473,U00460,P002,HVAC,Medium,2025-12-31,2026-02-05,1191.15,Closed
M00474,U00413,P002,Electrical,High,2024-11-16,2024-11-17,2035.64,Closed
M00475,U00424,P002,Electrical,Medium,2026-02-05,2026-02-09,2485.32,Closed
M00476,U00329,P002,HVAC,Emergency,2026-03-21,2026-03-31,1387.1,Closed
M00477,U00364,P002,Electrical,Emergency,2023-10-04,,0.0,Open
M00478,U00354,P002,Flooring,Medium,2025-08-30,2025-09-04,1783.24,Closed
M00479,U00478,P002,Appliance,Low,2025-11-13,2025-12-05,529.89,Closed
M00480,U00537,P002,Plumbing,Emergency,2025-10-16,2025-11-10,1835.16,Closed
M00481,U00488,P002,Flooring,Emergency,2023-06-22,,0.0,Open
M00482,U00323,P002,General,High,2025-07-14,2025-08-14,2425.06,Closed
M00483,U00580,P002,Pest Control,Medium,2023-10-10,2023-11-17,1333.06,Closed
M00484,U00348,P002,HVAC,Medium,2024-02-29,2024-03-24,633.64,Closed
M00485,U00476,P002,General,Medium,2023-11-18,,0.0,Open
M00486,U00294,P002,Plumbing,Emergency,2023-11-23,,0.0,Open
M00487,U00569,P002,General,Medium,2023-07-11,2023-07-12,2330.86,Closed
M00488,U00345,P002,Electrical,Low,2025-08-28,2025-09-04,949.2,Closed
M00489,U00305,P002,Electrical,High,2023-12-29,2024-01-02,1204.67,Closed
M00490,U00431,P002,Plumbing,Medium,2024-09-06,2024-10-12,1468.5,Closed
M00491,U00511,P002,Flooring,High,2025-12-14,2026-01-25,2284.43,Closed
M00492,U00496,P002,Plumbing,Low,2025-04-01,,0.0,Open
M00493,U00331,P002,Plumbing,Emergency,2023-06-02,2023-07-03,174.94,Closed
M00494,U00339,P002,Electrical,Emergency,2025-06-11,2025-06-23,78.96,Closed
M00495,U00309,P002,HVAC,Medium,2025-01-12,2025-01-23,1730.89,Closed
M00496,U00402,P002,General,Emergency,2024-05-25,2024-05-26,2474.91,Closed
M00497,U00373,P002,Flooring,High,2025-06-16,,0.0,Open
M00498,U00593,P002,Electrical,Medium,2025-12-30,2026-02-10,1675.85,Closed
M00499,U00455,P002,General,Medium,2025-10-12,2025-11-10,1883.01,Closed
M00500,U00415,P002,Pest Control,Medium,2025-05-10,2025-06-22,1711.59,Closed
M00501,U00417,P002,General,Medium,2023-09-24,2023-10-20,746.32,Closed
M00502,U00463,P002,Pest Control,Medium,2025-11-19,2026-01-02,2134.43,Closed
M00503,U00332,P002,HVAC,Medium,2025-12-26,,0.0,Open
M00504,U00402,P002,Pest Control,High,2025-10-15,,0.0,Open
M00505,U00487,P002,General,Emergency,2025-12-03,2025-12-11,1871.68,Closed
M00506,U00477,P002,Pest Control,Low,2025-03-17,2025-03-23,2030.42,Closed
M00507,U00519,P002,Appliance,Emergency,2023-09-04,,0.0,Open
M00508,U00551,P002,Appliance,Emergency,2025-08-09,2025-08-15,723.83,Closed
M00509,U00586,P002,Flooring,Low,2023-09-28,2023-10-20,1283.12,Closed
M00510,U00372,P002,Appliance,Low,2025-05-29,2025-06-15,860.22,Closed
M00511,U00574,P002,Flooring,Emergency,2025-11-11,2025-11-28,966.02,Closed
M00512,U00409,P002,Appliance,Medium,2025-11-20,2025-11-27,288.07,Closed
M00513,U00344,P002,Plumbing,Low,2025-07-01,,0.0,Open
M00514,U00321,P002,Flooring,Medium,2025-09-18,2025-10-21,1543.74,Closed
M00515,U00449,P002,Flooring,Medium,2024-05-05,2024-05-28,2075.54,Closed
M00516,U00495,P002,Plumbing,Emergency,2024-08-03,2024-09-15,1162.2,Closed
M00517,U00386,P002,General,Medium,2023-06-18,,0.0,Open
M00518,U00305,P002,HVAC,Medium,2025-10-05,2025-10-28,1559.69,Closed
M00519,U00538,P002,General,Medium,2023-06-18,2023-07-10,776.44,Closed
M00520,U00368,P002,Pest Control,Emergency,2026-02-16,,0.0,Open
M00521,U00565,P002,Pest Control,Low,2024-03-15,,0.0,Open
M00522,U00429,P002,Electrical,Medium,2024-12-25,2025-01-19,62.05,Closed
M00523,U00374,P002,Flooring,Medium,2025-12-20,,0.0,Open
M00524,U00531,P002,General,Emergency,2024-10-29,2024-11-10,247.48,Closed
M00525,U00505,P002,Plumbing,High,2024-06-10,2024-07-15,166.18,Closed
M00526,U00423,P002,Appliance,Medium,2024-06-05,2024-07-03,1568.2,Closed
M00527,U00542,P002,Flooring,Emergency,2025-12-18,2026-01-22,1335.6,Closed
M00528,U00525,P002,Appliance,Medium,2024-12-22,2025-01-08,2214.52,Closed
M00529,U00435,P002,Plumbing,Medium,2024-12-20,2025-01-29,2319.2,Closed
M00530,U00354,P002,General,Emergency,2024-08-10,2024-08-11,1743.58,Closed
M00531,U00593,P002,Electrical,Medium,2025-12-16,2025-12-21,2470.28,Closed
M00532,U00582,P002,HVAC,Medium,2025-07-11,,0.0,Open
M00533,U00549,P002,Flooring,Low,2024-01-14,2024-02-01,2111.65,Closed
M00534,U00555,P002,Appliance,Medium,2026-02-05,2026-03-05,1810.98,Closed
M00535,U00463,P002,Electrical,Low,2023-10-22,,0.0,Open
M00536,U00494,P002,Flooring,High,2024-03-05,2024-04-19,2307.91,Closed
M00537,U00316,P002,Pest Control,High,2023-07-28,2023-08-19,1552.56,Closed
M00538,U00550,P002,Plumbing,Medium,2024-09-18,2024-09-21,371.73,Closed
M00539,U00351,P002,Electrical,Medium,2024-10-07,2024-10-21,2100.64,Closed
M00540,U00375,P002,Pest Control,High,2023-10-17,2023-11-27,1639.32,Closed
M00541,U00430,P002,Appliance,High,2025-05-22,2025-05-27,2009.51,Closed
M00542,U00338,P002,HVAC,Low,2024-08-03,2024-08-04,1254.28,Closed
M00543,U00380,P002,Flooring,High,2023-09-06,,0.0,Open
M00544,U00498,P002,Plumbing,Medium,2025-02-01,2025-03-06,861.76,Closed
M00545,U00490,P002,Electrical,Medium,2025-05-25,2025-06-13,245.77,Closed
M00546,U00299,P002,HVAC,Emergency,2024-05-26,2024-05-31,2348.45,Closed
M00547,U00552,P002,General,Emergency,2025-07-20,2025-07-23,2282.76,Closed
M00548,U00446,P002,Pest Control,Emergency,2024-12-10,2025-01-18,1338.63,Closed
M00549,U00443,P002,HVAC,Emergency,2026-03-24,,0.0,Open
M00550,U00557,P002,Appliance,High,2023-08-13,2023-08-16,644.22,Closed
M00551,U00397,P002,Pest Control,Medium,2025-12-29,2026-01-09,563.54,Closed
M00552,U00366,P002,Plumbing,Medium,2025-11-02,,0.0,Open
M00553,U00552,P002,Electrical,Medium,2024-02-15,,0.0,Open
M00554,U00531,P002,Flooring,High,2024-03-05,2024-04-09,1770.94,Closed
M00555,U00458,P002,HVAC,High,2024-03-21,2024-04-15,2454.82,Closed
M00556,U00409,P002,HVAC,Low,2026-04-01,,0.0,Open
M00557,U00532,P002,Electrical,Emergency,2024-09-06,,0.0,Open
M00558,U00509,P002,Plumbing,Low,2025-09-10,2025-10-15,607.51,Closed
M00559,U00398,P002,Appliance,Medium,2025-06-24,2025-07-16,2232.23,Closed
M00560,U00373,P002,HVAC,Medium,2025-12-14,2025-12-17,187.04,Closed
M00561,U00454,P002,HVAC,Medium,2025-05-31,2025-07-01,584.89,Closed
M00562,U00349,P002,Pest Control,High,2024-08-25,2024-10-07,2071.04,Closed
M00563,U00372,P002,Flooring,Medium,2025-12-04,,0.0,Open
M00564,U00296,P002,Appliance,Medium,2024-11-03,2024-11-13,861.12,Closed
M00565,U00457,P002,Appliance,High,2024-08-30,,0.0,Open
M00566,U00515,P002,Electrical,Low,2025-01-21,2025-02-17,1217.86,Closed
M00567,U00570,P002,Flooring,Low,2025-06-06,,0.0,Open
M00568,U00500,P002,General,Medium,2025-08-27,,0.0,Open
M00569,U00520,P002,HVAC,Emergency,2025-08-09,,0.0,Open
M00570,U00460,P002,Electrical,Emergency,2023-06-21,2023-07-09,1311.5,Closed
M00571,U00420,P002,General,High,2026-03-19,2026-04-02,509.16,Closed
M00572,U00376,P002,Flooring,Low,2024-04-29,2024-06-07,859.22,Closed
M00573,U00558,P002,Electrical,High,2023-07-30,2023-08-27,2233.36,Closed
M00574,U00407,P002,General,Emergency,2024-11-18,,0.0,Open
M00575,U00583,P002,Pest Control,Emergency,2024-12-23,,0.0,Open
M00576,U00500,P002,Appliance,Low,2026-02-24,2026-04-06,1410.14,Closed
M00577,U00450,P002,HVAC,Low,2023-11-22,2023-11-26,602.2,Closed
M00578,U00410,P002,Flooring,Emergency,2023-07-30,2023-08-15,1817.28,Closed
M00579,U00543,P002,Electrical,Low,2025-07-09,2025-07-24,656.99,Closed
M00580,U00502,P002,Flooring,Emergency,2023-09-18,2023-10-24,1948.9,Closed
M00581,U00323,P002,Plumbing,Emergency,2023-07-05,,0.0,Open
M00582,U00472,P002,Pest Control,Medium,2024-07-28,2024-08-10,848.89,Closed
M00583,U00519,P002,Plumbing,Medium,2025-12-08,2026-01-10,1929.02,Closed
M00584,U00321,P002,Appliance,High,2025-06-19,2025-08-01,1571.44,Closed
M00585,U00521,P002,General,Emergency,2025-01-26,2025-02-27,884.54,Closed
M00586,U00460,P002,Flooring,Emergency,2025-06-29,,0.0,Open
M00587,U00298,P002,Appliance,Medium,2024-10-04,2024-10-29,378.31,Closed
M00588,U00327,P002,Electrical,Low,2025-02-05,2025-02-24,2249.05,Closed
M00589,U00571,P002,HVAC,Emergency,2025-05-07,,0.0,Open
M00590,U00445,P002,HVAC,Medium,2024-03-20,,0.0,Open
M00591,U00316,P002,Electrical,Emergency,2026-03-22,2026-03-27,1016.18,Closed
M00592,U00445,P002,Plumbing,Low,2024-06-13,2024-07-07,1253.99,Closed
M00593,U00436,P002,Appliance,Medium,2023-10-01,,0.0,Open
M00594,U00305,P002,Pest Control,Medium,2026-01-25,2026-03-06,2210.18,Closed
M00595,U00522,P002,HVAC,Low,2024-03-16,2024-03-20,511.95,Closed
M00596,U00470,P002,General,Medium,2024-05-18,2024-05-24,1975.15,Closed
M00597,U00430,P002,Appliance,Low,2024-05-20,2024-06-17,622.2,Closed
M00598,U00296,P002,Flooring,Medium,2023-12-02,2023-12-08,2065.71,Closed
M00599,U00304,P002,Appliance,Medium,2025-05-25,2025-06-15,1478.34,Closed
M00600,U00316,P002,General,Low,2024-12-30,,0.0,Open
M00601,U00529,P002,Flooring,Medium,2023-11-29,2024-01-10,629.83,Closed
M00602,U00363,P002,Appliance,Medium,2025-09-10,2025-10-16,2255.11,Closed
M00603,U00329,P002,Pest Control,Low,2024-07-22,,0.0,Open
M00604,U00404,P002,Appliance,Emergency,2025-06-21,2025-07-04,575.13,Closed
M00605,U00506,P002,General,Medium,2026-01-01,2026-01-28,263.6,Closed
M00606,U00537,P002,HVAC,Medium,2024-02-19,2024-02-27,419.31,Closed
M00607,U00369,P002,Flooring,Low,2024-07-22,2024-08-06,146.61,Closed
M00608,U00433,P002,Flooring,Medium,2023-08-10,2023-09-13,2379.43,Closed
M00609,U00310,P002,Flooring,Emergency,2023-10-22,2023-12-05,1059.81,Closed
M00610,U00469,P002,HVAC,Medium,2024-01-26,,0.0,Open
M00611,U00340,P002,General,Emergency,2023-08-13,2023-08-18,1693.22,Closed
M00612,U00383,P002,Appliance,High,2024-07-28,2024-08-07,622.09,Closed
M00613,U00505,P002,Pest Control,High,2026-02-26,2026-03-18,2435.81,Closed
M00614,U00320,P002,Electrical,Low,2023-06-24,,0.0,Open
M00615,U00396,P002,General,Emergency,2023-12-06,2024-01-08,1993.3,Closed
M00616,U00530,P002,Appliance,Low,2025-03-19,,0.0,Open
M00617,U00300,P002,Plumbing,Medium,2024-07-26,,0.0,Open
M00618,U00296,P002,Pest Control,Medium,2024-12-09,,0.0,Open
M00619,U00419,P002,Flooring,Medium,2025-10-28,2025-11-29,237.7,Closed
M00620,U00550,P002,Electrical,High,2025-05-07,2025-06-08,1161.77,Closed
M00621,U00363,P002,Appliance,High,2024-04-07,2024-05-02,1901.96,Closed
M00622,U00391,P002,Plumbing,High,2023-07-24,,0.0,Open
M00623,U00539,P002,General,Emergency,2023-11-05,2023-12-18,1873.67,Closed
M00624,U00313,P002,Appliance,High,2023-08-03,,0.0,Open
M00625,U00578,P002,Flooring,High,2024-07-26,2024-08-21,2180.63,Closed
M00626,U00296,P002,Plumbing,Medium,2024-12-27,2025-02-04,2163.52,Closed
M00627,U00488,P002,Electrical,Emergency,2024-10-15,,0.0,Open
M00628,U00355,P002,Pest Control,Medium,2024-08-20,2024-08-24,121.73,Closed
M00629,U00340,P002,General,Medium,2023-06-19,,0.0,Open
M00630,U00581,P002,Electrical,Low,2024-12-13,2025-01-18,1081.1,Closed
M00631,U00412,P002,HVAC,Medium,2025-01-31,2025-02-02,2007.75,Closed
M00632,U00492,P002,Appliance,Emergency,2026-03-02,2026-04-16,1377.19,Closed
M00633,U00554,P002,Flooring,Medium,2024-05-16,2024-06-07,1519.46,Closed
M00634,U00287,P002,Pest Control,Emergency,2026-03-06,2026-04-09,2134.75,Closed
M00635,U00451,P002,Flooring,Medium,2025-07-05,2025-07-27,1869.6,Closed
M00636,U00467,P002,Appliance,Low,2024-08-07,2024-08-15,2240.71,Closed
M00637,U00500,P002,Pest Control,Low,2024-08-13,,0.0,Open
M00638,U00550,P002,Pest Control,Medium,2024-09-24,2024-10-29,1423.94,Closed
M00639,U00390,P002,Flooring,High,2024-07-05,2024-08-11,2110.91,Closed
M00640,U00383,P002,HVAC,Medium,2023-07-05,2023-08-19,626.69,Closed
M00641,U00415,P002,Electrical,Medium,2025-02-27,2025-03-17,1317.29,Closed
M00642,U00530,P002,General,Medium,2023-12-19,2024-01-20,1928.47,Closed
M00643,U00351,P002,Plumbing,High,2024-09-09,2024-10-01,895.76,Closed
M00644,U00371,P002,Flooring,High,2026-02-09,2026-02-17,687.36,Closed
M00645,U00547,P002,Appliance,Low,2023-12-29,2024-01-16,670.0,Closed
M00646,U00325,P002,Appliance,High,2024-05-31,2024-06-20,1792.78,Closed
M00647,U00479,P002,Plumbing,Low,2025-09-26,2025-10-04,299.84,Closed
M00648,U00482,P002,Plumbing,Medium,2025-07-08,2025-08-11,1538.55,Closed
M00649,U00489,P002,General,Low,2025-04-12,2025-05-23,710.55,Closed
M00650,U00464,P002,Appliance,Medium,2025-08-24,2025-09-09,980.45,Closed
M00651,U00415,P002,Pest Control,Medium,2026-03-20,2026-04-07,2027.04,Closed
M00652,U00386,P002,Appliance,Medium,2025-03-06,2025-03-28,2126.62,Closed
M00653,U00466,P002,General,High,2025-10-16,2025-10-31,2481.57,Closed
M00654,U00329,P002,Plumbing,Emergency,2025-09-25,2025-10-04,422.86,Closed
M00655,U00361,P002,HVAC,Emergency,2025-07-10,,0.0,Open
M00656,U00526,P002,Appliance,Medium,2023-12-20,2024-01-18,1872.17,Closed
M00657,U00391,P002,Electrical,Emergency,2024-09-17,2024-10-30,1975.95,Closed
M00658,U00313,P002,Flooring,Medium,2025-12-10,2026-01-17,524.51,Closed
M00659,U00300,P002,Pest Control,Emergency,2023-11-22,2023-12-16,131.21,Closed
M00660,U00343,P002,Plumbing,Medium,2025-09-21,,0.0,Open
M00661,U00417,P002,Pest Control,Low,2024-10-05,2024-11-08,1589.49,Closed
M00662,U00572,P002,Appliance,Medium,2026-01-26,,0.0,Open
M00663,U00302,P002,Plumbing,High,2024-05-19,,0.0,Open
M00664,U00577,P002,Appliance,Emergency,2025-04-17,,0.0,Open
M00665,U00348,P002,Appliance,Medium,2025-05-28,2025-07-07,1884.67,Closed
M00666,U00504,P002,Flooring,Medium,2025-01-22,2025-01-28,2453.38,Closed
M00667,U00528,P002,Pest Control,Medium,2025-11-08,2025-11-30,462.96,Closed
M00668,U00288,P002,Plumbing,Low,2025-09-27,,0.0,Open
M00669,U00319,P002,General,High,2024-07-24,2024-08-23,1470.9,Closed
M00670,U00430,P002,General,Medium,2024-06-12,2024-07-26,337.98,Closed
M00671,U00494,P002,General,Medium,2024-09-09,,0.0,Open
M00672,U00501,P002,Appliance,Emergency,2026-02-21,2026-04-06,2391.1,Closed
M00673,U00308,P002,Plumbing,Low,2025-11-28,2026-01-03,2416.59,Closed
M00674,U00337,P002,HVAC,Emergency,2025-01-02,2025-01-24,1148.76,Closed
M00675,U00323,P002,General,Medium,2023-08-23,,0.0,Open
M00676,U00574,P002,Appliance,Emergency,2024-12-29,2025-01-17,475.64,Closed
M00677,U00410,P002,Appliance,Medium,2024-04-02,,0.0,Open
M00678,U00562,P002,HVAC,Medium,2026-02-14,2026-03-21,2033.71,Closed
M00679,U00468,P002,Pest Control,High,2026-03-04,2026-04-09,355.5,Closed
M00680,U00391,P002,Plumbing,Medium,2025-09-27,,0.0,Open
M00681,U00478,P002,Appliance,High,2026-01-23,2026-01-29,887.05,Closed
M00682,U00571,P002,HVAC,Low,2026-01-15,,0.0,Open
M00683,U00552,P002,Pest Control,Emergency,2024-12-20,2024-12-21,1244.72,Closed
M00684,U00580,P002,Plumbing,Low,2025-10-01,2025-10-21,2335.91,Closed
M00685,U00416,P002,Appliance,High,2023-11-15,,0.0,Open
M00686,U00583,P002,Pest Control,Emergency,2024-10-06,2024-11-12,1170.82,Closed
M00687,U00440,P002,HVAC,Medium,2026-02-27,2026-04-11,1314.64,Closed
M00688,U00564,P002,Pest Control,Medium,2024-06-13,2024-07-26,1232.99,Closed
M00689,U00434,P002,Flooring,High,2025-12-25,2026-01-25,1422.78,Closed
M00690,U00346,P002,General,Medium,2025-04-28,2025-05-20,2331.98,Closed
M00691,U00365,P002,Plumbing,Emergency,2023-08-03,2023-08-14,1899.63,Closed
M00692,U00492,P002,Electrical,Emergency,2023-10-02,2023-11-14,1044.37,Closed
