unit_id,property_id,unit_number,unit_type,sqft,market_rent,floor,status,name,city,property_type,year_built,is_vacant,annual_market_revenue,rent_per_sqft,property_age,needs_attention,rent_tier,actual_rent,loss_to_lease,occupancy_status
U00471,P002,187,2BR/2BA,1052,2372.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28464.0,2.25,8,0,Premium,2339.0,33.0,Occupied
U00472,P002,188,2BR/2BA,997,2248.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26976.0,2.25,8,0,Premium,2207.0,41.0,Occupied
U00473,P002,189,2BR/2BA,1082,2133.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,25596.0,1.97,8,0,Premium,1927.0,206.0,Occupied
U00474,P002,190,2BR/2BA,970,2215.0,2,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,26580.0,2.28,8,0,Premium,0.0,2215.0,Vacant
U00475,P002,191,2BR/2BA,1025,2161.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,25932.0,2.11,8,0,Premium,2138.0,23.0,Occupied
U00476,P002,192,2BR/2BA,1119,2148.0,4,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,25776.0,1.92,8,0,Premium,0.0,2148.0,Vacant
U00477,P002,193,2BR/2BA,1133,2213.0,6,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26556.0,1.95,8,0,Premium,0.0,2213.0,Vacant
U00478,P002,194,2BR/2BA,1039,2224.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26688.0,2.14,8,0,Premium,2207.0,17.0,Occupied
U00479,P002,195,2BR/2BA,1107,2499.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29988.0,2.26,8,0,Premium,2271.0,228.0,Occupied
U00480,P002,196,2BR/2BA,969,2336.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28032.0,2.41,8,0,Premium,2320.0,16.0,Occupied
U00481,P002,197,2BR/2BA,1081,2401.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28812.0,2.22,8,0,Premium,2147.0,254.0,Occupied
U00482,P002,198,2BR/2BA,957,2071.0,5,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24852.0,2.16,8,0,Premium,0.0,2071.0,Vacant
U00483,P002,199,2BR/2BA,958,2063.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24756.0,2.15,8,0,Premium,1894.0,169.0,Occupied
U00484,P002,200,2BR/2BA,1042,2191.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26292.0,2.1,8,0,Premium,2170.0,21.0,Occupied
U00485,P002,201,2BR/2BA,1104,2077.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24924.0,1.88,8,0,Premium,2041.0,36.0,Occupied
U00486,P002,202,2BR/2BA,1045,2222.0,1,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,26664.0,2.13,8,0,Premium,0.0,2222.0,Vacant
U00487,P002,203,2BR/2BA,985,2265.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,27180.0,2.3,8,0,Premium,2082.0,183.0,Occupied
U00488,P002,204,2BR/2BA,1116,2139.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,25668.0,1.92,8,0,Premium,2106.0,33.0,Occupied
U00489,P002,205,2BR/2BA,1138,2093.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,25116.0,1.84,8,0,Premium,2064.0,29.0,Occupied
U00490,P002,206,2BR/2BA,1093,2059.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24708.0,1.88,8,0,Premium,0.0,2059.0,Vacant
U00491,P002,207,2BR/2BA,1004,2498.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29976.0,2.49,8,0,Premium,0.0,2498.0,Vacant
U00492,P002,208,2BR/2BA,1001,2061.0,1,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24732.0,2.06,8,0,Premium,0.0,2061.0,Vacant
U00493,P002,209,2BR/2BA,994,2449.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29388.0,2.46,8,0,Premium,2250.0,199.0,Occupied
U00494,P002,210,2BR/2BA,1124,2484.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29808.0,2.21,8,0,Premium,2393.0,91.0,Occupied
U00495,P002,211,2BR/2BA,1131,2032.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24384.0,1.8,8,0,Premium,1854.0,178.0,Occupied
U00496,P002,212,2BR/2BA,1026,2426.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29112.0,2.36,8,0,Premium,2324.0,102.0,Occupied
U00497,P002,213,2BR/2BA,1042,2254.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,27048.0,2.16,8,0,Premium,2226.0,28.0,Occupied
U00498,P002,214,2BR/2BA,985,2118.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,25416.0,2.15,8,0,Premium,1964.0,154.0,Occupied
U00499,P002,215,2BR/2BA,1042,2277.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,27324.0,2.19,8,0,Premium,0.0,2277.0,Vacant
U00500,P002,216,2BR/2BA,1091,2065.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24780.0,1.89,8,0,Premium,2049.0,16.0,Occupied
U00501,P002,217,2BR/2BA,1029,2199.0,6,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26388.0,2.14,8,0,Premium,0.0,2199.0,Vacant
U00502,P002,218,2BR/2BA,1084,2205.0,4,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,26460.0,2.03,8,0,Premium,0.0,2205.0,Vacant
U00503,P002,219,2BR/2BA,968,2063.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24756.0,2.13,8,0,Premium,1888.0,175.0,Occupied
U00504,P002,220,2BR/2BA,1065,2233.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,26796.0,2.1,8,0,Premium,2027.0,206.0,Occupied
U00505,P002,221,2BR/2BA,982,2439.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,29268.0,2.48,8,0,Premium,0.0,2439.0,Vacant
U00506,P002,222,2BR/2BA,996,2384.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28608.0,2.39,8,0,Premium,2244.0,140.0,Occupied
U00507,P002,223,2BR/2BA,1078,2455.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29460.0,2.28,8,0,Premium,2293.0,162.0,Occupied
U00508,P002,224,2BR/2BA,1082,2077.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,24924.0,1.92,8,0,Premium,1919.0,158.0,Occupied
U00509,P002,225,2BR/2BA,1032,2467.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29604.0,2.39,8,0,Premium,2252.0,215.0,Occupied
U00510,P002,226,2BR/2BA,1082,2447.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29364.0,2.26,8,0,Premium,2283.0,164.0,Occupied
U00511,P002,227,2BR/2BA,1000,2318.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,27816.0,2.32,8,0,Premium,2140.0,178.0,Occupied
U00512,P002,228,2BR/2BA,982,2313.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,27756.0,2.36,8,0,Premium,0.0,2313.0,Vacant
U00513,P002,229,2BR/2BA,973,2251.0,2,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,27012.0,2.31,8,0,Premium,0.0,2251.0,Vacant
U00514,P002,230,2BR/2BA,1098,2077.0,6,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,24924.0,1.89,8,0,Premium,0.0,2077.0,Vacant
U00515,P002,231,2BR/2BA,1134,2451.0,3,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,29412.0,2.16,8,0,Premium,0.0,2451.0,Vacant
U00516,P002,232,2BR/2BA,960,2413.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28956.0,2.51,8,0,Premium,2367.0,46.0,Occupied
U00517,P002,233,3BR/2BA,1173,3064.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,36768.0,2.61,8,0,Luxury,2933.0,131.0,Occupied
U00518,P002,234,3BR/2BA,1257,2937.0,4,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,35244.0,2.34,8,0,Luxury,0.0,2937.0,Vacant
U00519,P002,235,3BR/2BA,1165,2749.0,6,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,32988.0,2.36,8,0,Luxury,0.0,2749.0,Vacant
U00520,P002,236,3BR/2BA,1298,2849.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34188.0,2.19,8,0,Luxury,0.0,2849.0,Vacant
U00521,P002,237,3BR/2BA,1275,2963.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,35556.0,2.32,8,0,Luxury,2621.0,342.0,Occupied
U00522,P002,238,3BR/2BA,1302,2717.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32604.0,2.09,8,0,Luxury,2455.0,262.0,Occupied
U00523,P002,239,3BR/2BA,1230,2708.0,4,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32496.0,2.2,8,0,Luxury,0.0,2708.0,Vacant
U00524,P002,240,3BR/2BA,1254,2638.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31656.0,2.1,8,0,Luxury,2545.0,93.0,Occupied
U00525,P002,241,3BR/2BA,1313,2914.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34968.0,2.22,8,0,Luxury,2883.0,31.0,Occupied
U00526,P002,242,3BR/2BA,1216,2932.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,35184.0,2.41,8,0,Luxury,0.0,2932.0,Vacant
U00527,P002,243,3BR/2BA,1204,2623.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31476.0,2.18,8,0,Luxury,2397.0,226.0,Occupied
U00528,P002,244,3BR/2BA,1286,2715.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32580.0,2.11,8,0,Luxury,2697.0,18.0,Occupied
U00529,P002,245,3BR/2BA,1175,2603.0,4,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,31236.0,2.22,8,0,Luxury,0.0,2603.0,Vacant
U00530,P002,246,3BR/2BA,1364,2574.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,30888.0,1.89,8,0,Luxury,2411.0,163.0,Occupied
U00531,P002,247,3BR/2BA,1445,2905.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34860.0,2.01,8,0,Luxury,2858.0,47.0,Occupied
U00532,P002,248,3BR/2BA,1405,3097.0,4,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,37164.0,2.2,8,0,Luxury,0.0,3097.0,Vacant
U00533,P002,249,3BR/2BA,1307,2748.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32976.0,2.1,8,0,Luxury,2495.0,253.0,Occupied
U00534,P002,250,3BR/2BA,1408,2720.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32640.0,1.93,8,0,Luxury,2641.0,79.0,Occupied
U00535,P002,251,3BR/2BA,1448,2647.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31764.0,1.83,8,0,Luxury,2581.0,66.0,Occupied
U00536,P002,252,3BR/2BA,1403,2818.0,6,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33816.0,2.01,8,0,Luxury,0.0,2818.0,Vacant
U00537,P002,253,3BR/2BA,1296,2776.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33312.0,2.14,8,0,Luxury,2589.0,187.0,Occupied
U00538,P002,254,3BR/2BA,1218,3018.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,36216.0,2.48,8,0,Luxury,2792.0,226.0,Occupied
U00539,P002,255,3BR/2BA,1356,2656.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31872.0,1.96,8,0,Luxury,2435.0,221.0,Occupied
U00540,P002,256,3BR/2BA,1441,2793.0,3,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,33516.0,1.94,8,0,Luxury,0.0,2793.0,Vacant
U00541,P002,257,3BR/2BA,1297,2451.0,5,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29412.0,1.89,8,0,Premium,0.0,2451.0,Vacant
U00542,P002,258,3BR/2BA,1431,2596.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,31152.0,1.81,8,0,Luxury,0.0,2596.0,Vacant
U00543,P002,259,3BR/2BA,1210,2490.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29880.0,2.06,8,0,Premium,2259.0,231.0,Occupied
U00544,P002,260,3BR/2BA,1341,2956.0,3,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,35472.0,2.2,8,0,Luxury,0.0,2956.0,Vacant
U00545,P002,261,3BR/2BA,1337,2928.0,2,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,35136.0,2.19,8,0,Luxury,0.0,2928.0,Vacant
U00546,P002,262,3BR/2BA,1410,2681.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32172.0,1.9,8,0,Luxury,2605.0,76.0,Occupied
U00547,P002,263,3BR/2BA,1169,2496.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,29952.0,2.14,8,0,Premium,0.0,2496.0,Vacant
U00548,P002,264,3BR/2BA,1415,2720.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,32640.0,1.92,8,0,Luxury,0.0,2720.0,Vacant
U00549,P002,265,3BR/2BA,1221,2630.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31560.0,2.15,8,0,Luxury,2562.0,68.0,Occupied
U00550,P002,266,3BR/2BA,1233,2675.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32100.0,2.17,8,0,Luxury,2668.0,7.0,Occupied
U00551,P002,267,3BR/2BA,1322,2755.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,33060.0,2.08,8,0,Luxury,0.0,2755.0,Vacant
U00552,P002,268,3BR/2BA,1400,2896.0,3,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34752.0,2.07,8,0,Luxury,0.0,2896.0,Vacant
U00553,P002,269,3BR/2BA,1158,2658.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31896.0,2.3,8,0,Luxury,2522.0,136.0,Occupied
U00554,P002,270,3BR/2BA,1363,2809.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33708.0,2.06,8,0,Luxury,2541.0,268.0,Occupied
U00555,P002,271,3BR/2BA,1392,2586.0,6,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,31032.0,1.86,8,0,Luxury,0.0,2586.0,Vacant
U00556,P002,272,3BR/2BA,1445,2559.0,1,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,30708.0,1.77,8,0,Luxury,0.0,2559.0,Vacant
U00557,P002,273,3BR/2BA,1395,2519.0,6,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,30228.0,1.81,8,0,Luxury,0.0,2519.0,Vacant
U00558,P002,274,3BR/2BA,1344,2503.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,30036.0,1.86,8,0,Luxury,2363.0,140.0,Occupied
U00559,P002,275,3BR/2BA,1166,2801.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33612.0,2.4,8,0,Luxury,2501.0,300.0,Occupied
U00560,P002,276,3BR/2BA,1247,2413.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28956.0,1.94,8,0,Premium,2308.0,105.0,Occupied
U00561,P002,277,3BR/2BA,1227,2689.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32268.0,2.19,8,0,Luxury,2422.0,267.0,Occupied
U00562,P002,278,3BR/2BA,1406,2942.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,35304.0,2.09,8,0,Luxury,2600.0,342.0,Occupied
U00563,P002,279,3BR/2BA,1220,2763.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33156.0,2.26,8,0,Luxury,2440.0,323.0,Occupied
U00564,P002,280,3BR/2BA,1394,2768.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33216.0,1.99,8,0,Luxury,2739.0,29.0,Occupied
U00565,P002,281,3BR/2BA,1385,3038.0,3,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,36456.0,2.19,8,0,Luxury,0.0,3038.0,Vacant
U00566,P002,282,3BR/2BA,1331,2873.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34476.0,2.16,8,0,Luxury,2599.0,274.0,Occupied
U00567,P002,283,3BR/2BA,1397,2535.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,30420.0,1.81,8,0,Luxury,2252.0,283.0,Occupied
U00568,P002,284,3BR/2BA,1435,2609.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31308.0,1.82,8,0,Luxury,2458.0,151.0,Occupied
U00569,P002,285,3BR/2BA,1256,2883.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34596.0,2.3,8,0,Luxury,2834.0,49.0,Occupied
U00570,P002,286,3BR/2BA,1395,2644.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31728.0,1.9,8,0,Luxury,2377.0,267.0,Occupied
U00571,P002,287,3BR/2BA,1297,2485.0,6,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,29820.0,1.92,8,0,Premium,0.0,2485.0,Vacant
U00572,P002,288,3BR/2BA,1344,3027.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,36324.0,2.25,8,0,Luxury,2859.0,168.0,Occupied
U00573,P002,289,3BR/2BA,1224,2603.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31236.0,2.13,8,0,Luxury,2412.0,191.0,Occupied
U00574,P002,290,3BR/2BA,1327,3047.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,36564.0,2.3,8,0,Luxury,3000.0,47.0,Occupied
U00575,P002,291,3BR/2BA,1395,2550.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,30600.0,1.83,8,0,Luxury,2494.0,56.0,Occupied
U00576,P002,292,3BR/2BA,1437,2887.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34644.0,2.01,8,0,Luxury,2750.0,137.0,Occupied
U00577,P002,293,3BR/2BA,1450,2567.0,1,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,30804.0,1.77,8,0,Luxury,0.0,2567.0,Vacant
U00578,P002,294,3BR/2BA,1265,2847.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34164.0,2.25,8,0,Luxury,2575.0,272.0,Occupied
U00579,P002,295,3BR/2BA,1361,2631.0,4,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31572.0,1.93,8,0,Luxury,2379.0,252.0,Occupied
U00580,P002,296,3BR/2BA,1220,2404.0,5,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28848.0,1.97,8,0,Premium,2134.0,270.0,Occupied
U00581,P002,297,3BR/2BA,1358,2857.0,4,Notice,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34284.0,2.1,8,0,Luxury,0.0,2857.0,Vacant
U00582,P002,298,3BR/2BA,1252,2929.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,35148.0,2.34,8,0,Luxury,2897.0,32.0,Occupied
U00583,P002,299,3BR/2BA,1296,2852.0,1,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,34224.0,2.2,8,0,Luxury,0.0,2852.0,Vacant
U00584,P002,300,3BR/2BA,1268,2775.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,33300.0,2.19,8,0,Luxury,2596.0,179.0,Occupied
U00585,P002,301,3BR/2BA,1239,2693.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,32316.0,2.17,8,0,Luxury,2463.0,230.0,Occupied
U00586,P002,302,3BR/2BA,1353,2952.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,35424.0,2.18,8,0,Luxury,2846.0,106.0,Occupied
U00587,P002,303,3BR/2BA,1169,2406.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,28872.0,2.06,8,0,Premium,0.0,2406.0,Vacant
U00588,P002,304,3BR/2BA,1204,3050.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,36600.0,2.53,8,0,Luxury,2908.0,142.0,Occupied
U00589,P002,305,3BR/2BA,1382,3092.0,5,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,37104.0,2.24,8,0,Luxury,0.0,3092.0,Vacant
U00590,P002,306,3BR/2BA,1402,3022.0,2,Vacant,Mills Crossing,Owings Mills,Townhome/Apartment,2018,1,36264.0,2.16,8,0,Luxury,0.0,3022.0,Vacant
U00591,P002,307,3BR/2BA,1389,2591.0,1,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,31092.0,1.87,8,0,Luxury,2358.0,233.0,Occupied
U00592,P002,308,3BR/2BA,1233,2912.0,6,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34944.0,2.36,8,0,Luxury,2697.0,215.0,Occupied
U00593,P002,309,3BR/2BA,1245,2410.0,3,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,28920.0,1.94,8,0,Premium,2148.0,262.0,Occupied
U00594,P002,310,3BR/2BA,1440,2872.0,2,Active,Mills Crossing,Owings Mills,Townhome/Apartment,2018,0,34464.0,1.99,8,0,Luxury,2833.0,39.0,Occupied
U00595,P003,001,Studio,553,1598.0,5,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,19176.0,2.89,10,1,Mid-Range,1575.0,23.0,Occupied
U00596,P003,002,1BR/1BA,672,1710.0,1,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20520.0,2.54,10,1,Mid-Range,1642.0,68.0,Occupied
U00597,P003,003,1BR/1BA,685,1741.0,2,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20892.0,2.54,10,1,Mid-Range,1722.0,19.0,Occupied
U00598,P003,004,1BR/1BA,716,1703.0,4,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20436.0,2.38,10,1,Mid-Range,1523.0,180.0,Occupied
U00599,P003,005,1BR/1BA,734,1671.0,6,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,20052.0,2.28,10,1,Mid-Range,0.0,1671.0,Vacant
U00600,P003,006,1BR/1BA,652,1655.0,3,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,19860.0,2.54,10,1,Mid-Range,1606.0,49.0,Occupied
U00601,P003,007,1BR/1BA,665,1817.0,4,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,21804.0,2.73,10,1,Mid-Range,1688.0,129.0,Occupied
U00602,P003,008,1BR/1BA,690,1712.0,5,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20544.0,2.48,10,1,Mid-Range,1549.0,163.0,Occupied
U00603,P003,009,1BR/1BA,826,1597.0,3,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,19164.0,1.93,10,1,Mid-Range,1410.0,187.0,Occupied
U00604,P003,010,1BR/1BA,807,1638.0,2,Notice,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,19656.0,2.03,10,1,Mid-Range,0.0,1638.0,Vacant
U00605,P003,011,1BR/1BA,689,1732.0,5,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20784.0,2.51,10,1,Mid-Range,1607.0,125.0,Occupied
U00606,P003,012,1BR/1BA,756,1831.0,4,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,21972.0,2.42,10,1,Mid-Range,0.0,1831.0,Vacant
U00607,P003,013,1BR/1BA,820,1880.0,2,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,22560.0,2.29,10,1,Mid-Range,0.0,1880.0,Vacant
U00608,P003,014,1BR/1BA,670,1760.0,5,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,21120.0,2.63,10,1,Mid-Range,1573.0,187.0,Occupied
U00609,P003,015,1BR/1BA,669,1917.0,1,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,23004.0,2.87,10,1,Mid-Range,1841.0,76.0,Occupied
U00610,P003,016,1BR/1BA,790,1911.0,2,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,22932.0,2.42,10,1,Mid-Range,0.0,1911.0,Vacant
U00611,P003,017,1BR/1BA,787,1610.0,3,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,19320.0,2.05,10,1,Mid-Range,0.0,1610.0,Vacant
U00612,P003,018,1BR/1BA,763,1596.0,2,Vacant,Townes at Heritage Hills,Glen Burnie,Townhome,2016,1,19152.0,2.09,10,1,Mid-Range,0.0,1596.0,Vacant
U00613,P003,019,1BR/1BA,775,1586.0,5,Notice,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,19032.0,2.05,10,1,Mid-Range,0.0,1586.0,Vacant
U00614,P003,020,1BR/1BA,664,1731.0,5,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,20772.0,2.61,10,1,Mid-Range,1660.0,71.0,Occupied
U00615,P003,021,2BR/1BA,966,2054.0,5,Notice,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,24648.0,2.13,10,1,Premium,0.0,2054.0,Vacant
U00616,P003,022,2BR/1BA,1022,2163.0,6,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,25956.0,2.12,10,1,Premium,1948.0,215.0,Occupied
U00617,P003,023,2BR/1BA,951,1915.0,1,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,22980.0,2.01,10,1,Mid-Range,1708.0,207.0,Occupied
U00618,P003,024,2BR/1BA,998,1833.0,4,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,21996.0,1.84,10,1,Mid-Range,1731.0,102.0,Occupied
U00619,P003,025,2BR/1BA,1029,1829.0,1,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,21948.0,1.78,10,1,Mid-Range,1627.0,202.0,Occupied
U00620,P003,026,2BR/1BA,970,1814.0,4,Active,Townes at Heritage Hills,Glen Burnie,Townhome,2016,0,21768.0,1.87,10,1,Mid-Range,1630.0,184.0,Occupied
