payment_id,tenant_id,unit_id,property_id,period_month,amount_due,amount_paid,payment_date,status,period_dt,days_to_pay,is_paid,is_delinquent,is_partial,balance_owed,late_flag,quarter,name,city,unit_type
PAY000404,T00081,U00103,P001,2024-03,1551.0,1551.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000405,T00081,U00103,P001,2024-03,1551.0,1551.0,2024-04-01,Paid,2024-03-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000406,T00081,U00103,P001,2024-04,1551.0,1551.0,2024-05-01,Paid,2024-04-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000407,T00081,U00103,P001,2024-05,1551.0,1551.0,2024-05-31,Paid,2024-05-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000408,T00081,U00103,P001,2024-06,1551.0,1551.0,2024-06-30,Paid,2024-06-01,29.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000409,T00083,U00105,P001,2024-01,1717.0,1717.0,2024-01-05,Paid,2024-01-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000410,T00083,U00105,P001,2024-01,1717.0,1717.0,2024-02-05,Paid,2024-01-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000411,T00083,U00105,P001,2024-03,1717.0,1717.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000412,T00083,U00105,P001,2024-03,1717.0,1717.0,2024-04-05,Paid,2024-03-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000413,T00083,U00105,P001,2024-04,1717.0,1717.0,2024-05-04,Paid,2024-04-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000414,T00083,U00105,P001,2024-05,1717.0,1717.0,2024-05-31,Paid,2024-05-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000415,T00083,U00105,P001,2024-06,1717.0,1717.0,2024-07-03,Paid,2024-06-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000416,T00083,U00105,P001,2024-07,1717.0,1717.0,2024-07-31,Paid,2024-07-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000417,T00083,U00105,P001,2024-08,1717.0,1717.0,2024-09-02,Paid,2024-08-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000418,T00083,U00105,P001,2024-09,1717.0,1717.0,2024-09-28,Paid,2024-09-01,27.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000419,T00083,U00105,P001,2024-10,1717.0,1717.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000420,T00083,U00105,P001,2024-11,1717.0,1717.0,2024-11-30,Paid,2024-11-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000421,T00083,U00105,P001,2024-12,1717.0,1717.0,2024-12-29,Paid,2024-12-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000422,T00084,U00106,P001,2024-01,1857.0,1857.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000423,T00084,U00106,P001,2024-01,1857.0,1857.0,2024-02-03,Paid,2024-01-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000424,T00084,U00106,P001,2024-03,1857.0,1857.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000425,T00084,U00106,P001,2024-03,1857.0,1857.0,2024-04-03,Paid,2024-03-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000426,T00084,U00106,P001,2024-04,1857.0,1857.0,2024-05-05,Paid,2024-04-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000427,T00084,U00106,P001,2024-05,1857.0,1857.0,2024-06-03,Paid,2024-05-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000428,T00084,U00106,P001,2024-06,1857.0,1857.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000429,T00085,U00107,P001,2024-01,1629.0,1629.0,2024-01-04,Paid,2024-01-01,3.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000430,T00085,U00107,P001,2024-01,1629.0,1629.0,2024-02-05,Paid,2024-01-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000431,T00085,U00107,P001,2024-03,1629.0,1629.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000432,T00085,U00107,P001,2024-03,1629.0,1629.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000433,T00085,U00107,P001,2024-04,1629.0,1629.0,2024-05-01,Paid,2024-04-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000434,T00085,U00107,P001,2024-05,1629.0,1629.0,2024-06-03,Paid,2024-05-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000435,T00085,U00107,P001,2024-06,1629.0,1629.0,2024-07-04,Paid,2024-06-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000436,T00085,U00107,P001,2024-07,1629.0,1629.0,2024-07-31,Paid,2024-07-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000437,T00085,U00107,P001,2024-08,1629.0,1629.0,2024-08-30,Paid,2024-08-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000438,T00085,U00107,P001,2024-09,1629.0,1629.0,2024-10-02,Paid,2024-09-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000439,T00087,U00110,P001,2024-01,1763.0,1763.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000440,T00087,U00110,P001,2024-01,1763.0,1763.0,2024-02-03,Paid,2024-01-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000441,T00087,U00110,P001,2024-03,1763.0,1763.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000442,T00087,U00110,P001,2024-03,1763.0,1763.0,2024-04-02,Paid,2024-03-01,32.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000443,T00087,U00110,P001,2024-04,1763.0,1763.0,2024-05-02,Paid,2024-04-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000444,T00087,U00110,P001,2024-05,1763.0,1763.0,2024-06-01,Paid,2024-05-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000445,T00087,U00110,P001,2024-06,1763.0,1763.0,2024-07-04,Paid,2024-06-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000446,T00087,U00110,P001,2024-07,1763.0,1763.0,2024-08-01,Paid,2024-07-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000447,T00087,U00110,P001,2024-08,1763.0,1729.0,2024-09-13,Partial,2024-08-01,43.0,0,0,1,34.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000448,T00087,U00110,P001,2024-09,1763.0,1763.0,2024-10-01,Paid,2024-09-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000449,T00087,U00110,P001,2024-10,1763.0,1763.0,2024-10-30,Paid,2024-10-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000450,T00087,U00110,P001,2024-11,1763.0,1763.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000451,T00087,U00110,P001,2024-12,1763.0,1763.0,2024-12-29,Paid,2024-12-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000452,T00087,U00110,P001,2025-01,1763.0,1763.0,2025-01-28,Paid,2025-01-01,27.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000453,T00087,U00110,P001,2025-02,1763.0,1763.0,2025-02-27,Paid,2025-02-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000454,T00090,U00113,P001,2024-01,1597.0,1597.0,2024-01-04,Paid,2024-01-01,3.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000455,T00090,U00113,P001,2024-01,1597.0,1597.0,2024-02-04,Paid,2024-01-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000456,T00090,U00113,P001,2024-03,1597.0,1597.0,2024-03-05,Paid,2024-03-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000457,T00090,U00113,P001,2024-03,1597.0,1597.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000458,T00090,U00113,P001,2024-04,1597.0,1597.0,2024-05-04,Paid,2024-04-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000459,T00090,U00113,P001,2024-05,1597.0,1597.0,2024-06-01,Paid,2024-05-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000460,T00090,U00113,P001,2024-06,1597.0,0.0,,Delinquent,2024-06-01,,0,1,0,1597.0,0,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000461,T00090,U00113,P001,2024-07,1597.0,1597.0,2024-07-30,Paid,2024-07-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000462,T00090,U00113,P001,2024-08,1597.0,1597.0,2024-08-30,Paid,2024-08-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000463,T00090,U00113,P001,2024-09,1597.0,1597.0,2024-09-30,Paid,2024-09-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000464,T00090,U00113,P001,2024-10,1597.0,1597.0,2024-10-30,Paid,2024-10-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000465,T00090,U00113,P001,2024-11,1597.0,1597.0,2024-11-30,Paid,2024-11-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000466,T00091,U00114,P001,2024-03,1762.0,1762.0,2024-04-03,Paid,2024-03-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,1BR/1BA
PAY000467,T00091,U00114,P001,2024-04,1762.0,1762.0,2024-05-02,Paid,2024-04-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000468,T00091,U00114,P001,2024-05,1762.0,1762.0,2024-06-04,Paid,2024-05-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000469,T00091,U00114,P001,2024-06,1762.0,1762.0,2024-07-02,Paid,2024-06-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,1BR/1BA
PAY000470,T00091,U00114,P001,2024-07,1762.0,1762.0,2024-07-31,Paid,2024-07-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000471,T00091,U00114,P001,2024-08,1762.0,1762.0,2024-09-01,Paid,2024-08-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000472,T00091,U00114,P001,2024-09,1762.0,1393.0,2024-10-03,Partial,2024-09-01,32.0,0,0,1,369.0,1,Q3 2024,Duvall Westside,Laurel,1BR/1BA
PAY000473,T00091,U00114,P001,2024-10,1762.0,1762.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000474,T00091,U00114,P001,2024-11,1762.0,1762.0,2024-11-30,Paid,2024-11-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000475,T00091,U00114,P001,2024-12,1762.0,1762.0,2024-12-31,Paid,2024-12-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,1BR/1BA
PAY000476,T00091,U00114,P001,2025-01,1762.0,1762.0,2025-01-26,Paid,2025-01-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000477,T00091,U00114,P001,2025-02,1762.0,1762.0,2025-02-27,Paid,2025-02-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,1BR/1BA
PAY000478,T00092,U00116,P001,2024-04,2050.0,2050.0,2024-05-03,Paid,2024-04-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000479,T00092,U00116,P001,2024-05,2050.0,2050.0,2024-06-02,Paid,2024-05-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000480,T00092,U00116,P001,2024-06,2050.0,2050.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000481,T00092,U00116,P001,2024-07,2050.0,2050.0,2024-07-30,Paid,2024-07-01,29.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000482,T00092,U00116,P001,2024-08,2050.0,2050.0,2024-09-01,Paid,2024-08-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000483,T00092,U00116,P001,2024-09,2050.0,2050.0,2024-09-29,Paid,2024-09-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000484,T00092,U00116,P001,2024-10,2050.0,2050.0,2024-11-01,Paid,2024-10-01,31.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000485,T00092,U00116,P001,2024-11,2050.0,2050.0,2024-11-27,Paid,2024-11-01,26.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000486,T00092,U00116,P001,2024-12,2050.0,2050.0,2024-12-29,Paid,2024-12-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000487,T00092,U00116,P001,2025-01,2050.0,2050.0,2025-01-28,Paid,2025-01-01,27.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000488,T00092,U00116,P001,2025-02,2050.0,2050.0,2025-02-27,Paid,2025-02-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000489,T00094,U00118,P001,2024-01,1891.0,1891.0,2024-01-03,Paid,2024-01-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000490,T00094,U00118,P001,2024-01,1891.0,1891.0,2024-02-01,Paid,2024-01-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000491,T00094,U00118,P001,2024-03,1891.0,1891.0,2024-03-04,Paid,2024-03-01,3.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000492,T00094,U00118,P001,2024-03,1891.0,1280.0,2024-04-18,Partial,2024-03-01,48.0,0,0,1,611.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000493,T00094,U00118,P001,2024-04,1891.0,1891.0,2024-05-02,Paid,2024-04-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000494,T00094,U00118,P001,2024-05,1891.0,1891.0,2024-06-03,Paid,2024-05-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000495,T00094,U00118,P001,2024-06,1891.0,1891.0,2024-07-02,Paid,2024-06-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000496,T00094,U00118,P001,2024-07,1891.0,1891.0,2024-08-01,Paid,2024-07-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000497,T00094,U00118,P001,2024-08,1891.0,1891.0,2024-08-29,Paid,2024-08-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000498,T00095,U00119,P001,2024-01,1726.0,1726.0,2024-01-05,Paid,2024-01-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000499,T00095,U00119,P001,2024-01,1726.0,1726.0,2024-02-04,Paid,2024-01-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000500,T00095,U00119,P001,2024-03,1726.0,1726.0,2024-03-06,Paid,2024-03-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000501,T00095,U00119,P001,2024-03,1726.0,1726.0,2024-04-05,Paid,2024-03-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000502,T00097,U00121,P001,2024-01,1899.0,1899.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000503,T00097,U00121,P001,2024-01,1899.0,1899.0,2024-02-01,Paid,2024-01-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000504,T00097,U00121,P001,2024-03,1899.0,1762.0,2024-03-12,Partial,2024-03-01,11.0,0,0,1,137.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000505,T00097,U00121,P001,2024-03,1899.0,1899.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000506,T00097,U00121,P001,2024-04,1899.0,1899.0,2024-05-03,Paid,2024-04-01,32.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000507,T00097,U00121,P001,2024-05,1899.0,1899.0,2024-05-31,Paid,2024-05-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000508,T00097,U00121,P001,2024-06,1899.0,1899.0,2024-07-04,Paid,2024-06-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000509,T00097,U00121,P001,2024-07,1899.0,1899.0,2024-08-03,Paid,2024-07-01,33.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000510,T00097,U00121,P001,2024-08,1899.0,1899.0,2024-09-02,Paid,2024-08-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000511,T00097,U00121,P001,2024-09,1899.0,1899.0,2024-09-28,Paid,2024-09-01,27.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000512,T00097,U00121,P001,2024-10,1899.0,1899.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000513,T00097,U00121,P001,2024-11,1899.0,1899.0,2024-11-28,Paid,2024-11-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000514,T00097,U00121,P001,2024-12,1899.0,1899.0,2024-12-30,Paid,2024-12-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000515,T00097,U00121,P001,2025-01,1899.0,1899.0,2025-01-29,Paid,2025-01-01,28.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000516,T00100,U00126,P001,2024-05,2124.0,2124.0,2024-06-01,Paid,2024-05-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000517,T00100,U00126,P001,2024-06,2124.0,2124.0,2024-06-30,Paid,2024-06-01,29.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000518,T00100,U00126,P001,2024-07,2124.0,2124.0,2024-08-03,Paid,2024-07-01,33.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000519,T00100,U00126,P001,2024-08,2124.0,2124.0,2024-09-02,Paid,2024-08-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000520,T00100,U00126,P001,2024-09,2124.0,2124.0,2024-10-01,Paid,2024-09-01,30.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000521,T00100,U00126,P001,2024-10,2124.0,2124.0,2024-10-31,Paid,2024-10-01,30.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000522,T00100,U00126,P001,2024-11,2124.0,2124.0,2024-11-27,Paid,2024-11-01,26.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000523,T00100,U00126,P001,2024-12,2124.0,2124.0,2024-12-30,Paid,2024-12-01,29.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000524,T00100,U00126,P001,2025-01,2124.0,2124.0,2025-01-27,Paid,2025-01-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000525,T00100,U00126,P001,2025-02,2124.0,2124.0,2025-02-26,Paid,2025-02-01,25.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000526,T00104,U00133,P001,2024-01,1847.0,1847.0,2024-01-03,Paid,2024-01-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000527,T00104,U00133,P001,2024-01,1847.0,1847.0,2024-02-03,Paid,2024-01-01,33.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000528,T00104,U00133,P001,2024-03,1847.0,1847.0,2024-03-03,Paid,2024-03-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000529,T00104,U00133,P001,2024-03,1847.0,1847.0,2024-04-05,Paid,2024-03-01,35.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000530,T00104,U00133,P001,2024-04,1847.0,1847.0,2024-05-05,Paid,2024-04-01,34.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000531,T00104,U00133,P001,2024-05,1847.0,1847.0,2024-06-01,Paid,2024-05-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000532,T00104,U00133,P001,2024-06,1847.0,1847.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000533,T00104,U00133,P001,2024-07,1847.0,1847.0,2024-08-03,Paid,2024-07-01,33.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000534,T00104,U00133,P001,2024-08,1847.0,1847.0,2024-08-29,Paid,2024-08-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000535,T00104,U00133,P001,2024-09,1847.0,1847.0,2024-10-02,Paid,2024-09-01,31.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000536,T00104,U00133,P001,2024-10,1847.0,1847.0,2024-10-28,Paid,2024-10-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000537,T00104,U00133,P001,2024-11,1847.0,1847.0,2024-11-29,Paid,2024-11-01,28.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000538,T00104,U00133,P001,2024-12,1847.0,1847.0,2024-12-28,Paid,2024-12-01,27.0,1,0,0,0.0,1,Q4 2024,Duvall Westside,Laurel,2BR/1BA
PAY000539,T00104,U00133,P001,2025-01,1847.0,1847.0,2025-01-27,Paid,2025-01-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000540,T00104,U00133,P001,2025-02,1847.0,1847.0,2025-02-27,Paid,2025-02-01,26.0,1,0,0,0.0,1,Q1 2025,Duvall Westside,Laurel,2BR/1BA
PAY000541,T00105,U00134,P001,2024-01,2138.0,2138.0,2024-01-03,Paid,2024-01-01,2.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000542,T00105,U00134,P001,2024-01,2138.0,2138.0,2024-02-01,Paid,2024-01-01,31.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000543,T00105,U00134,P001,2024-03,2138.0,2138.0,2024-03-05,Paid,2024-03-01,4.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000544,T00105,U00134,P001,2024-03,2138.0,2138.0,2024-04-04,Paid,2024-03-01,34.0,1,0,0,0.0,1,Q1 2024,Duvall Westside,Laurel,2BR/1BA
PAY000545,T00105,U00134,P001,2024-04,2138.0,2138.0,2024-05-02,Paid,2024-04-01,31.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000546,T00105,U00134,P001,2024-05,2138.0,2138.0,2024-06-03,Paid,2024-05-01,33.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000547,T00105,U00134,P001,2024-06,2138.0,2138.0,2024-07-01,Paid,2024-06-01,30.0,1,0,0,0.0,1,Q2 2024,Duvall Westside,Laurel,2BR/1BA
PAY000548,T00105,U00134,P001,2024-07,2138.0,2138.0,2024-08-02,Paid,2024-07-01,32.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000549,T00105,U00134,P001,2024-08,2138.0,2138.0,2024-08-29,Paid,2024-08-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000550,T00105,U00134,P001,2024-09,2138.0,2138.0,2024-09-29,Paid,2024-09-01,28.0,1,0,0,0.0,1,Q3 2024,Duvall Westside,Laurel,2BR/1BA
PAY000551,T00106,U00136,P001,2024-01,1780.0,1780.0,2024-01-06,Paid,2024-01-01,5.0,1,0,0,0.0,0,Q1 2024,Duvall Westside,Laurel,2BR/1BA
