ticket_id,unit_id,property_id,category,priority,open_date,close_date,cost,status,name,city,resolution_days,is_open,days_open,sla_days,sla_breach,cost_tier
M00557,U00532,P002,Electrical,Emergency,2024-09-06,,0.0,Open,Mills Crossing,Owings Mills,,1,577,1,1,No Cost
M00558,U00509,P002,Plumbing,Low,2025-09-10,2025-10-15,607.51,Closed,Mills Crossing,Owings Mills,35.0,0,208,14,0,Medium
M00559,U00398,P002,Appliance,Medium,2025-06-24,2025-07-16,2232.23,Closed,Mills Crossing,Owings Mills,22.0,0,286,7,0,High
M00560,U00373,P002,HVAC,Medium,2025-12-14,2025-12-17,187.04,Closed,Mills Crossing,Owings Mills,3.0,0,113,7,0,Low
M00561,U00454,P002,HVAC,Medium,2025-05-31,2025-07-01,584.89,Closed,Mills Crossing,Owings Mills,31.0,0,310,7,0,Medium
M00562,U00349,P002,Pest Control,High,2024-08-25,2024-10-07,2071.04,Closed,Mills Crossing,Owings Mills,43.0,0,589,3,0,High
M00563,U00372,P002,Flooring,Medium,2025-12-04,,0.0,Open,Mills Crossing,Owings Mills,,1,123,7,1,No Cost
M00564,U00296,P002,Appliance,Medium,2024-11-03,2024-11-13,861.12,Closed,Mills Crossing,Owings Mills,10.0,0,519,7,0,Medium
M00565,U00457,P002,Appliance,High,2024-08-30,,0.0,Open,Mills Crossing,Owings Mills,,1,584,3,1,No Cost
M00566,U00515,P002,Electrical,Low,2025-01-21,2025-02-17,1217.86,Closed,Mills Crossing,Owings Mills,27.0,0,440,14,0,High
M00567,U00570,P002,Flooring,Low,2025-06-06,,0.0,Open,Mills Crossing,Owings Mills,,1,304,14,1,No Cost
M00568,U00500,P002,General,Medium,2025-08-27,,0.0,Open,Mills Crossing,Owings Mills,,1,222,7,1,No Cost
M00569,U00520,P002,HVAC,Emergency,2025-08-09,,0.0,Open,Mills Crossing,Owings Mills,,1,240,1,1,No Cost
M00570,U00460,P002,Electrical,Emergency,2023-06-21,2023-07-09,1311.5,Closed,Mills Crossing,Owings Mills,18.0,0,1020,1,0,High
M00571,U00420,P002,General,High,2026-03-19,2026-04-02,509.16,Closed,Mills Crossing,Owings Mills,14.0,0,18,3,0,Medium
M00572,U00376,P002,Flooring,Low,2024-04-29,2024-06-07,859.22,Closed,Mills Crossing,Owings Mills,39.0,0,707,14,0,Medium
M00573,U00558,P002,Electrical,High,2023-07-30,2023-08-27,2233.36,Closed,Mills Crossing,Owings Mills,28.0,0,981,3,0,High
M00574,U00407,P002,General,Emergency,2024-11-18,,0.0,Open,Mills Crossing,Owings Mills,,1,504,1,1,No Cost
M00575,U00583,P002,Pest Control,Emergency,2024-12-23,,0.0,Open,Mills Crossing,Owings Mills,,1,469,1,1,No Cost
M00576,U00500,P002,Appliance,Low,2026-02-24,2026-04-06,1410.14,Closed,Mills Crossing,Owings Mills,41.0,0,41,14,0,High
M00577,U00450,P002,HVAC,Low,2023-11-22,2023-11-26,602.2,Closed,Mills Crossing,Owings Mills,4.0,0,866,14,0,Medium
M00578,U00410,P002,Flooring,Emergency,2023-07-30,2023-08-15,1817.28,Closed,Mills Crossing,Owings Mills,16.0,0,981,1,0,High
M00579,U00543,P002,Electrical,Low,2025-07-09,2025-07-24,656.99,Closed,Mills Crossing,Owings Mills,15.0,0,271,14,0,Medium
M00580,U00502,P002,Flooring,Emergency,2023-09-18,2023-10-24,1948.9,Closed,Mills Crossing,Owings Mills,36.0,0,931,1,0,High
M00581,U00323,P002,Plumbing,Emergency,2023-07-05,,0.0,Open,Mills Crossing,Owings Mills,,1,1006,1,1,No Cost
M00582,U00472,P002,Pest Control,Medium,2024-07-28,2024-08-10,848.89,Closed,Mills Crossing,Owings Mills,13.0,0,617,7,0,Medium
M00583,U00519,P002,Plumbing,Medium,2025-12-08,2026-01-10,1929.02,Closed,Mills Crossing,Owings Mills,33.0,0,119,7,0,High
M00584,U00321,P002,Appliance,High,2025-06-19,2025-08-01,1571.44,Closed,Mills Crossing,Owings Mills,43.0,0,291,3,0,High
M00585,U00521,P002,General,Emergency,2025-01-26,2025-02-27,884.54,Closed,Mills Crossing,Owings Mills,32.0,0,435,1,0,Medium
M00586,U00460,P002,Flooring,Emergency,2025-06-29,,0.0,Open,Mills Crossing,Owings Mills,,1,281,1,1,No Cost
M00587,U00298,P002,Appliance,Medium,2024-10-04,2024-10-29,378.31,Closed,Mills Crossing,Owings Mills,25.0,0,549,7,0,Medium
M00588,U00327,P002,Electrical,Low,2025-02-05,2025-02-24,2249.05,Closed,Mills Crossing,Owings Mills,19.0,0,425,14,0,High
M00589,U00571,P002,HVAC,Emergency,2025-05-07,,0.0,Open,Mills Crossing,Owings Mills,,1,334,1,1,No Cost
M00590,U00445,P002,HVAC,Medium,2024-03-20,,0.0,Open,Mills Crossing,Owings Mills,,1,747,7,1,No Cost
M00591,U00316,P002,Electrical,Emergency,2026-03-22,2026-03-27,1016.18,Closed,Mills Crossing,Owings Mills,5.0,0,15,1,0,High
M00592,U00445,P002,Plumbing,Low,2024-06-13,2024-07-07,1253.99,Closed,Mills Crossing,Owings Mills,24.0,0,662,14,0,High
M00593,U00436,P002,Appliance,Medium,2023-10-01,,0.0,Open,Mills Crossing,Owings Mills,,1,918,7,1,No Cost
M00594,U00305,P002,Pest Control,Medium,2026-01-25,2026-03-06,2210.18,Closed,Mills Crossing,Owings Mills,40.0,0,71,7,0,High
M00595,U00522,P002,HVAC,Low,2024-03-16,2024-03-20,511.95,Closed,Mills Crossing,Owings Mills,4.0,0,751,14,0,Medium
M00596,U00470,P002,General,Medium,2024-05-18,2024-05-24,1975.15,Closed,Mills Crossing,Owings Mills,6.0,0,688,7,0,High
M00597,U00430,P002,Appliance,Low,2024-05-20,2024-06-17,622.2,Closed,Mills Crossing,Owings Mills,28.0,0,686,14,0,Medium
M00598,U00296,P002,Flooring,Medium,2023-12-02,2023-12-08,2065.71,Closed,Mills Crossing,Owings Mills,6.0,0,856,7,0,High
M00599,U00304,P002,Appliance,Medium,2025-05-25,2025-06-15,1478.34,Closed,Mills Crossing,Owings Mills,21.0,0,316,7,0,High
M00600,U00316,P002,General,Low,2024-12-30,,0.0,Open,Mills Crossing,Owings Mills,,1,462,14,1,No Cost
M00601,U00529,P002,Flooring,Medium,2023-11-29,2024-01-10,629.83,Closed,Mills Crossing,Owings Mills,42.0,0,859,7,0,Medium
M00602,U00363,P002,Appliance,Medium,2025-09-10,2025-10-16,2255.11,Closed,Mills Crossing,Owings Mills,36.0,0,208,7,0,High
M00603,U00329,P002,Pest Control,Low,2024-07-22,,0.0,Open,Mills Crossing,Owings Mills,,1,623,14,1,No Cost
M00604,U00404,P002,Appliance,Emergency,2025-06-21,2025-07-04,575.13,Closed,Mills Crossing,Owings Mills,13.0,0,289,1,0,Medium
M00605,U00506,P002,General,Medium,2026-01-01,2026-01-28,263.6,Closed,Mills Crossing,Owings Mills,27.0,0,95,7,0,Medium
M00606,U00537,P002,HVAC,Medium,2024-02-19,2024-02-27,419.31,Closed,Mills Crossing,Owings Mills,8.0,0,777,7,0,Medium
M00607,U00369,P002,Flooring,Low,2024-07-22,2024-08-06,146.61,Closed,Mills Crossing,Owings Mills,15.0,0,623,14,0,Low
M00608,U00433,P002,Flooring,Medium,2023-08-10,2023-09-13,2379.43,Closed,Mills Crossing,Owings Mills,34.0,0,970,7,0,High
M00609,U00310,P002,Flooring,Emergency,2023-10-22,2023-12-05,1059.81,Closed,Mills Crossing,Owings Mills,44.0,0,897,1,0,High
M00610,U00469,P002,HVAC,Medium,2024-01-26,,0.0,Open,Mills Crossing,Owings Mills,,1,801,7,1,No Cost
M00611,U00340,P002,General,Emergency,2023-08-13,2023-08-18,1693.22,Closed,Mills Crossing,Owings Mills,5.0,0,967,1,0,High
M00612,U00383,P002,Appliance,High,2024-07-28,2024-08-07,622.09,Closed,Mills Crossing,Owings Mills,10.0,0,617,3,0,Medium
M00613,U00505,P002,Pest Control,High,2026-02-26,2026-03-18,2435.81,Closed,Mills Crossing,Owings Mills,20.0,0,39,3,0,High
M00614,U00320,P002,Electrical,Low,2023-06-24,,0.0,Open,Mills Crossing,Owings Mills,,1,1017,14,1,No Cost
M00615,U00396,P002,General,Emergency,2023-12-06,2024-01-08,1993.3,Closed,Mills Crossing,Owings Mills,33.0,0,852,1,0,High
M00616,U00530,P002,Appliance,Low,2025-03-19,,0.0,Open,Mills Crossing,Owings Mills,,1,383,14,1,No Cost
M00617,U00300,P002,Plumbing,Medium,2024-07-26,,0.0,Open,Mills Crossing,Owings Mills,,1,619,7,1,No Cost
M00618,U00296,P002,Pest Control,Medium,2024-12-09,,0.0,Open,Mills Crossing,Owings Mills,,1,483,7,1,No Cost
M00619,U00419,P002,Flooring,Medium,2025-10-28,2025-11-29,237.7,Closed,Mills Crossing,Owings Mills,32.0,0,160,7,0,Low
M00620,U00550,P002,Electrical,High,2025-05-07,2025-06-08,1161.77,Closed,Mills Crossing,Owings Mills,32.0,0,334,3,0,High
M00621,U00363,P002,Appliance,High,2024-04-07,2024-05-02,1901.96,Closed,Mills Crossing,Owings Mills,25.0,0,729,3,0,High
M00622,U00391,P002,Plumbing,High,2023-07-24,,0.0,Open,Mills Crossing,Owings Mills,,1,987,3,1,No Cost
M00623,U00539,P002,General,Emergency,2023-11-05,2023-12-18,1873.67,Closed,Mills Crossing,Owings Mills,43.0,0,883,1,0,High
M00624,U00313,P002,Appliance,High,2023-08-03,,0.0,Open,Mills Crossing,Owings Mills,,1,977,3,1,No Cost
M00625,U00578,P002,Flooring,High,2024-07-26,2024-08-21,2180.63,Closed,Mills Crossing,Owings Mills,26.0,0,619,3,0,High
M00626,U00296,P002,Plumbing,Medium,2024-12-27,2025-02-04,2163.52,Closed,Mills Crossing,Owings Mills,39.0,0,465,7,0,High
M00627,U00488,P002,Electrical,Emergency,2024-10-15,,0.0,Open,Mills Crossing,Owings Mills,,1,538,1,1,No Cost
M00628,U00355,P002,Pest Control,Medium,2024-08-20,2024-08-24,121.73,Closed,Mills Crossing,Owings Mills,4.0,0,594,7,0,Low
M00629,U00340,P002,General,Medium,2023-06-19,,0.0,Open,Mills Crossing,Owings Mills,,1,1022,7,1,No Cost
M00630,U00581,P002,Electrical,Low,2024-12-13,2025-01-18,1081.1,Closed,Mills Crossing,Owings Mills,36.0,0,479,14,0,High
M00631,U00412,P002,HVAC,Medium,2025-01-31,2025-02-02,2007.75,Closed,Mills Crossing,Owings Mills,2.0,0,430,7,0,High
M00632,U00492,P002,Appliance,Emergency,2026-03-02,2026-04-16,1377.19,Closed,Mills Crossing,Owings Mills,45.0,0,35,1,0,High
M00633,U00554,P002,Flooring,Medium,2024-05-16,2024-06-07,1519.46,Closed,Mills Crossing,Owings Mills,22.0,0,690,7,0,High
M00634,U00287,P002,Pest Control,Emergency,2026-03-06,2026-04-09,2134.75,Closed,Mills Crossing,Owings Mills,34.0,0,31,1,0,High
M00635,U00451,P002,Flooring,Medium,2025-07-05,2025-07-27,1869.6,Closed,Mills Crossing,Owings Mills,22.0,0,275,7,0,High
M00636,U00467,P002,Appliance,Low,2024-08-07,2024-08-15,2240.71,Closed,Mills Crossing,Owings Mills,8.0,0,607,14,0,High
M00637,U00500,P002,Pest Control,Low,2024-08-13,,0.0,Open,Mills Crossing,Owings Mills,,1,601,14,1,No Cost
M00638,U00550,P002,Pest Control,Medium,2024-09-24,2024-10-29,1423.94,Closed,Mills Crossing,Owings Mills,35.0,0,559,7,0,High
M00639,U00390,P002,Flooring,High,2024-07-05,2024-08-11,2110.91,Closed,Mills Crossing,Owings Mills,37.0,0,640,3,0,High
M00640,U00383,P002,HVAC,Medium,2023-07-05,2023-08-19,626.69,Closed,Mills Crossing,Owings Mills,45.0,0,1006,7,0,Medium
M00641,U00415,P002,Electrical,Medium,2025-02-27,2025-03-17,1317.29,Closed,Mills Crossing,Owings Mills,18.0,0,403,7,0,High
M00642,U00530,P002,General,Medium,2023-12-19,2024-01-20,1928.47,Closed,Mills Crossing,Owings Mills,32.0,0,839,7,0,High
M00643,U00351,P002,Plumbing,High,2024-09-09,2024-10-01,895.76,Closed,Mills Crossing,Owings Mills,22.0,0,574,3,0,Medium
M00644,U00371,P002,Flooring,High,2026-02-09,2026-02-17,687.36,Closed,Mills Crossing,Owings Mills,8.0,0,56,3,0,Medium
M00645,U00547,P002,Appliance,Low,2023-12-29,2024-01-16,670.0,Closed,Mills Crossing,Owings Mills,18.0,0,829,14,0,Medium
M00646,U00325,P002,Appliance,High,2024-05-31,2024-06-20,1792.78,Closed,Mills Crossing,Owings Mills,20.0,0,675,3,0,High
M00647,U00479,P002,Plumbing,Low,2025-09-26,2025-10-04,299.84,Closed,Mills Crossing,Owings Mills,8.0,0,192,14,0,Medium
M00648,U00482,P002,Plumbing,Medium,2025-07-08,2025-08-11,1538.55,Closed,Mills Crossing,Owings Mills,34.0,0,272,7,0,High
M00649,U00489,P002,General,Low,2025-04-12,2025-05-23,710.55,Closed,Mills Crossing,Owings Mills,41.0,0,359,14,0,Medium
M00650,U00464,P002,Appliance,Medium,2025-08-24,2025-09-09,980.45,Closed,Mills Crossing,Owings Mills,16.0,0,225,7,0,Medium
M00651,U00415,P002,Pest Control,Medium,2026-03-20,2026-04-07,2027.04,Closed,Mills Crossing,Owings Mills,18.0,0,17,7,0,High
M00652,U00386,P002,Appliance,Medium,2025-03-06,2025-03-28,2126.62,Closed,Mills Crossing,Owings Mills,22.0,0,396,7,0,High
M00653,U00466,P002,General,High,2025-10-16,2025-10-31,2481.57,Closed,Mills Crossing,Owings Mills,15.0,0,172,3,0,High
M00654,U00329,P002,Plumbing,Emergency,2025-09-25,2025-10-04,422.86,Closed,Mills Crossing,Owings Mills,9.0,0,193,1,0,Medium
M00655,U00361,P002,HVAC,Emergency,2025-07-10,,0.0,Open,Mills Crossing,Owings Mills,,1,270,1,1,No Cost
M00656,U00526,P002,Appliance,Medium,2023-12-20,2024-01-18,1872.17,Closed,Mills Crossing,Owings Mills,29.0,0,838,7,0,High
M00657,U00391,P002,Electrical,Emergency,2024-09-17,2024-10-30,1975.95,Closed,Mills Crossing,Owings Mills,43.0,0,566,1,0,High
M00658,U00313,P002,Flooring,Medium,2025-12-10,2026-01-17,524.51,Closed,Mills Crossing,Owings Mills,38.0,0,117,7,0,Medium
M00659,U00300,P002,Pest Control,Emergency,2023-11-22,2023-12-16,131.21,Closed,Mills Crossing,Owings Mills,24.0,0,866,1,0,Low
M00660,U00343,P002,Plumbing,Medium,2025-09-21,,0.0,Open,Mills Crossing,Owings Mills,,1,197,7,1,No Cost
M00661,U00417,P002,Pest Control,Low,2024-10-05,2024-11-08,1589.49,Closed,Mills Crossing,Owings Mills,34.0,0,548,14,0,High
M00662,U00572,P002,Appliance,Medium,2026-01-26,,0.0,Open,Mills Crossing,Owings Mills,,1,70,7,1,No Cost
M00663,U00302,P002,Plumbing,High,2024-05-19,,0.0,Open,Mills Crossing,Owings Mills,,1,687,3,1,No Cost
M00664,U00577,P002,Appliance,Emergency,2025-04-17,,0.0,Open,Mills Crossing,Owings Mills,,1,354,1,1,No Cost
M00665,U00348,P002,Appliance,Medium,2025-05-28,2025-07-07,1884.67,Closed,Mills Crossing,Owings Mills,40.0,0,313,7,0,High
M00666,U00504,P002,Flooring,Medium,2025-01-22,2025-01-28,2453.38,Closed,Mills Crossing,Owings Mills,6.0,0,439,7,0,High
M00667,U00528,P002,Pest Control,Medium,2025-11-08,2025-11-30,462.96,Closed,Mills Crossing,Owings Mills,22.0,0,149,7,0,Medium
M00668,U00288,P002,Plumbing,Low,2025-09-27,,0.0,Open,Mills Crossing,Owings Mills,,1,191,14,1,No Cost
M00669,U00319,P002,General,High,2024-07-24,2024-08-23,1470.9,Closed,Mills Crossing,Owings Mills,30.0,0,621,3,0,High
M00670,U00430,P002,General,Medium,2024-06-12,2024-07-26,337.98,Closed,Mills Crossing,Owings Mills,44.0,0,663,7,0,Medium
M00671,U00494,P002,General,Medium,2024-09-09,,0.0,Open,Mills Crossing,Owings Mills,,1,574,7,1,No Cost
M00672,U00501,P002,Appliance,Emergency,2026-02-21,2026-04-06,2391.1,Closed,Mills Crossing,Owings Mills,44.0,0,44,1,0,High
M00673,U00308,P002,Plumbing,Low,2025-11-28,2026-01-03,2416.59,Closed,Mills Crossing,Owings Mills,36.0,0,129,14,0,High
M00674,U00337,P002,HVAC,Emergency,2025-01-02,2025-01-24,1148.76,Closed,Mills Crossing,Owings Mills,22.0,0,459,1,0,High
M00675,U00323,P002,General,Medium,2023-08-23,,0.0,Open,Mills Crossing,Owings Mills,,1,957,7,1,No Cost
M00676,U00574,P002,Appliance,Emergency,2024-12-29,2025-01-17,475.64,Closed,Mills Crossing,Owings Mills,19.0,0,463,1,0,Medium
M00677,U00410,P002,Appliance,Medium,2024-04-02,,0.0,Open,Mills Crossing,Owings Mills,,1,734,7,1,No Cost
M00678,U00562,P002,HVAC,Medium,2026-02-14,2026-03-21,2033.71,Closed,Mills Crossing,Owings Mills,35.0,0,51,7,0,High
M00679,U00468,P002,Pest Control,High,2026-03-04,2026-04-09,355.5,Closed,Mills Crossing,Owings Mills,36.0,0,33,3,0,Medium
M00680,U00391,P002,Plumbing,Medium,2025-09-27,,0.0,Open,Mills Crossing,Owings Mills,,1,191,7,1,No Cost
M00681,U00478,P002,Appliance,High,2026-01-23,2026-01-29,887.05,Closed,Mills Crossing,Owings Mills,6.0,0,73,3,0,Medium
M00682,U00571,P002,HVAC,Low,2026-01-15,,0.0,Open,Mills Crossing,Owings Mills,,1,81,14,1,No Cost
M00683,U00552,P002,Pest Control,Emergency,2024-12-20,2024-12-21,1244.72,Closed,Mills Crossing,Owings Mills,1.0,0,472,1,0,High
M00684,U00580,P002,Plumbing,Low,2025-10-01,2025-10-21,2335.91,Closed,Mills Crossing,Owings Mills,20.0,0,187,14,0,High
M00685,U00416,P002,Appliance,High,2023-11-15,,0.0,Open,Mills Crossing,Owings Mills,,1,873,3,1,No Cost
M00686,U00583,P002,Pest Control,Emergency,2024-10-06,2024-11-12,1170.82,Closed,Mills Crossing,Owings Mills,37.0,0,547,1,0,High
M00687,U00440,P002,HVAC,Medium,2026-02-27,2026-04-11,1314.64,Closed,Mills Crossing,Owings Mills,43.0,0,38,7,0,High
M00688,U00564,P002,Pest Control,Medium,2024-06-13,2024-07-26,1232.99,Closed,Mills Crossing,Owings Mills,43.0,0,662,7,0,High
M00689,U00434,P002,Flooring,High,2025-12-25,2026-01-25,1422.78,Closed,Mills Crossing,Owings Mills,31.0,0,102,3,0,High
M00690,U00346,P002,General,Medium,2025-04-28,2025-05-20,2331.98,Closed,Mills Crossing,Owings Mills,22.0,0,343,7,0,High
M00691,U00365,P002,Plumbing,Emergency,2023-08-03,2023-08-14,1899.63,Closed,Mills Crossing,Owings Mills,11.0,0,977,1,0,High
M00692,U00492,P002,Electrical,Emergency,2023-10-02,2023-11-14,1044.37,Closed,Mills Crossing,Owings Mills,43.0,0,917,1,0,High
M00693,U00294,P002,HVAC,Emergency,2025-10-29,2025-11-12,1395.82,Closed,Mills Crossing,Owings Mills,14.0,0,159,1,0,High
M00694,U00395,P002,Pest Control,Emergency,2025-06-09,2025-07-06,803.23,Closed,Mills Crossing,Owings Mills,27.0,0,301,1,0,Medium
M00695,U00556,P002,HVAC,Low,2023-06-03,,0.0,Open,Mills Crossing,Owings Mills,,1,1038,14,1,No Cost
M00696,U00381,P002,General,High,2023-06-20,,0.0,Open,Mills Crossing,Owings Mills,,1,1021,3,1,No Cost
M00697,U00588,P002,Pest Control,Low,2025-12-02,2025-12-18,1244.17,Closed,Mills Crossing,Owings Mills,16.0,0,125,14,0,High
M00698,U00316,P002,Flooring,Emergency,2025-10-01,,0.0,Open,Mills Crossing,Owings Mills,,1,187,1,1,No Cost
M00699,U00507,P002,Pest Control,Emergency,2024-09-03,2024-10-05,2011.34,Closed,Mills Crossing,Owings Mills,32.0,0,580,1,0,High
M00700,U00302,P002,Flooring,Emergency,2024-09-23,2024-10-11,1504.98,Closed,Mills Crossing,Owings Mills,18.0,0,560,1,0,High
M00701,U00507,P002,Electrical,Medium,2025-11-18,,0.0,Open,Mills Crossing,Owings Mills,,1,139,7,1,No Cost
M00702,U00375,P002,Flooring,High,2025-05-12,2025-06-12,2006.19,Closed,Mills Crossing,Owings Mills,31.0,0,329,3,0,High
M00703,U00422,P002,Pest Control,Medium,2025-08-17,2025-08-26,1096.32,Closed,Mills Crossing,Owings Mills,9.0,0,232,7,0,High
M00704,U00487,P002,Appliance,Medium,2023-12-01,2024-01-03,442.39,Closed,Mills Crossing,Owings Mills,33.0,0,857,7,0,Medium
M00705,U00337,P002,Electrical,Emergency,2024-12-07,2025-01-13,907.56,Closed,Mills Crossing,Owings Mills,37.0,0,485,1,0,Medium
M00706,U00305,P002,HVAC,Medium,2025-04-14,2025-04-24,199.47,Closed,Mills Crossing,Owings Mills,10.0,0,357,7,0,Low
M00707,U00508,P002,HVAC,High,2024-09-05,2024-09-14,2120.63,Closed,Mills Crossing,Owings Mills,9.0,0,578,3,0,High
M00708,U00484,P002,General,Medium,2025-05-08,2025-06-01,2383.49,Closed,Mills Crossing,Owings Mills,24.0,0,333,7,0,High
M00709,U00399,P002,HVAC,Low,2023-08-07,,0.0,Open,Mills Crossing,Owings Mills,,1,973,14,1,No Cost
M00710,U00521,P002,Pest Control,Medium,2023-08-20,2023-09-04,870.78,Closed,Mills Crossing,Owings Mills,15.0,0,960,7,0,Medium
M00711,U00506,P002,Flooring,Medium,2024-03-27,2024-04-14,1189.21,Closed,Mills Crossing,Owings Mills,18.0,0,740,7,0,High
M00712,U00530,P002,Appliance,Low,2024-02-12,2024-03-19,540.26,Closed,Mills Crossing,Owings Mills,36.0,0,784,14,0,Medium
M00713,U00579,P002,Flooring,Low,2023-10-05,2023-10-28,2109.38,Closed,Mills Crossing,Owings Mills,23.0,0,914,14,0,High
M00714,U00392,P002,Electrical,High,2024-08-01,2024-09-02,1114.47,Closed,Mills Crossing,Owings Mills,32.0,0,613,3,0,High
M00715,U00396,P002,Appliance,Medium,2024-04-02,2024-04-25,1758.02,Closed,Mills Crossing,Owings Mills,23.0,0,734,7,0,High
M00716,U00366,P002,Pest Control,Emergency,2024-09-15,2024-09-30,1268.37,Closed,Mills Crossing,Owings Mills,15.0,0,568,1,0,High
M00717,U00375,P002,HVAC,Medium,2024-07-30,2024-08-14,2034.29,Closed,Mills Crossing,Owings Mills,15.0,0,615,7,0,High
M00718,U00526,P002,Pest Control,Low,2023-06-15,2023-07-23,814.88,Closed,Mills Crossing,Owings Mills,38.0,0,1026,14,0,Medium
M00719,U00391,P002,Appliance,Low,2024-07-23,2024-07-24,704.39,Closed,Mills Crossing,Owings Mills,1.0,0,622,14,0,Medium
M00720,U00382,P002,HVAC,Medium,2024-02-09,2024-03-15,2223.73,Closed,Mills Crossing,Owings Mills,35.0,0,787,7,0,High
M00721,U00548,P002,HVAC,Emergency,2024-12-27,2025-02-06,1926.81,Closed,Mills Crossing,Owings Mills,41.0,0,465,1,0,High
M00722,U00327,P002,HVAC,Medium,2026-02-22,,0.0,Open,Mills Crossing,Owings Mills,,1,43,7,1,No Cost
M00723,U00291,P002,Appliance,High,2024-08-22,2024-09-29,1333.22,Closed,Mills Crossing,Owings Mills,38.0,0,592,3,0,High
M00724,U00475,P002,Pest Control,Low,2026-02-02,,0.0,Open,Mills Crossing,Owings Mills,,1,63,14,1,No Cost
M00725,U00577,P002,General,High,2023-07-04,,0.0,Open,Mills Crossing,Owings Mills,,1,1007,3,1,No Cost
M00726,U00482,P002,Appliance,Medium,2025-05-31,2025-07-15,402.99,Closed,Mills Crossing,Owings Mills,45.0,0,310,7,0,Medium
M00727,U00473,P002,Electrical,Emergency,2024-08-29,2024-10-11,435.49,Closed,Mills Crossing,Owings Mills,43.0,0,585,1,0,Medium
M00728,U00433,P002,Plumbing,Medium,2024-07-27,2024-09-06,2068.57,Closed,Mills Crossing,Owings Mills,41.0,0,618,7,0,High
M00729,U00386,P002,General,Emergency,2025-10-25,2025-11-18,1561.01,Closed,Mills Crossing,Owings Mills,24.0,0,163,1,0,High
M00730,U00419,P002,General,Medium,2024-08-11,2024-09-17,143.14,Closed,Mills Crossing,Owings Mills,37.0,0,603,7,0,Low
M00731,U00593,P002,Electrical,Emergency,2026-01-15,,0.0,Open,Mills Crossing,Owings Mills,,1,81,1,1,No Cost
M00732,U00550,P002,Pest Control,Medium,2024-08-06,2024-08-30,106.0,Closed,Mills Crossing,Owings Mills,24.0,0,608,7,0,Low
M00733,U00369,P002,Plumbing,Emergency,2025-07-06,2025-08-19,1080.48,Closed,Mills Crossing,Owings Mills,44.0,0,274,1,0,High
M00734,U00461,P002,Pest Control,Medium,2023-11-13,2023-11-15,363.03,Closed,Mills Crossing,Owings Mills,2.0,0,875,7,0,Medium
M00735,U00290,P002,Electrical,High,2025-11-06,,0.0,Open,Mills Crossing,Owings Mills,,1,151,3,1,No Cost
M00736,U00553,P002,Electrical,Low,2025-09-03,2025-09-18,2476.64,Closed,Mills Crossing,Owings Mills,15.0,0,215,14,0,High
M00737,U00538,P002,Electrical,High,2023-12-09,,0.0,Open,Mills Crossing,Owings Mills,,1,849,3,1,No Cost
M00738,U00575,P002,Flooring,Emergency,2025-10-25,2025-11-30,1479.76,Closed,Mills Crossing,Owings Mills,36.0,0,163,1,0,High
M00739,U00330,P002,General,Low,2024-09-16,2024-09-28,810.53,Closed,Mills Crossing,Owings Mills,12.0,0,567,14,0,Medium
M00740,U00525,P002,Electrical,Medium,2024-04-08,2024-05-01,1436.65,Closed,Mills Crossing,Owings Mills,23.0,0,728,7,0,High
M00741,U00490,P002,HVAC,High,2025-01-25,2025-03-10,2465.18,Closed,Mills Crossing,Owings Mills,44.0,0,436,3,0,High
M00742,U00401,P002,Flooring,Emergency,2024-11-08,2024-12-17,758.12,Closed,Mills Crossing,Owings Mills,39.0,0,514,1,0,Medium
M00743,U00387,P002,Flooring,Emergency,2025-05-13,2025-06-01,1066.16,Closed,Mills Crossing,Owings Mills,19.0,0,328,1,0,High
M00744,U00507,P002,Pest Control,Medium,2024-07-11,2024-07-15,1308.19,Closed,Mills Crossing,Owings Mills,4.0,0,634,7,0,High
M00745,U00396,P002,Plumbing,Low,2024-04-02,2024-04-08,88.47,Closed,Mills Crossing,Owings Mills,6.0,0,734,14,0,Low
M00746,U00359,P002,General,High,2024-07-22,2024-08-16,592.55,Closed,Mills Crossing,Owings Mills,25.0,0,623,3,0,Medium
M00747,U00370,P002,Appliance,High,2025-12-31,2026-01-12,466.53,Closed,Mills Crossing,Owings Mills,12.0,0,96,3,0,Medium
M00748,U00389,P002,Appliance,Emergency,2025-12-12,2025-12-26,1516.05,Closed,Mills Crossing,Owings Mills,14.0,0,115,1,0,High
M00749,U00318,P002,Electrical,High,2023-06-11,,0.0,Open,Mills Crossing,Owings Mills,,1,1030,3,1,No Cost
M00750,U00582,P002,Plumbing,Low,2023-06-22,2023-07-26,1105.44,Closed,Mills Crossing,Owings Mills,34.0,0,1019,14,0,High
M00751,U00296,P002,General,High,2024-07-30,,0.0,Open,Mills Crossing,Owings Mills,,1,615,3,1,No Cost
M00752,U00363,P002,Electrical,Medium,2025-02-13,,0.0,Open,Mills Crossing,Owings Mills,,1,417,7,1,No Cost
M00753,U00514,P002,Pest Control,Emergency,2024-07-09,2024-08-11,925.64,Closed,Mills Crossing,Owings Mills,33.0,0,636,1,0,Medium
M00754,U00470,P002,General,Medium,2023-12-05,2024-01-02,1997.65,Closed,Mills Crossing,Owings Mills,28.0,0,853,7,0,High
M00755,U00296,P002,Flooring,Medium,2026-03-12,2026-04-08,766.96,Closed,Mills Crossing,Owings Mills,27.0,0,25,7,0,Medium
