payment_id,tenant_id,unit_id,property_id,period_month,amount_due,amount_paid,payment_date,status
PAY001599,T00280,U00360,P002,2024-01,1649.0,1649.0,2024-01-05,Paid
PAY001600,T00280,U00360,P002,2024-01,1649.0,1649.0,2024-02-05,Paid
PAY001601,T00280,U00360,P002,2024-03,1649.0,1649.0,2024-03-05,Paid
PAY001602,T00280,U00360,P002,2024-03,1649.0,1649.0,2024-04-01,Paid
PAY001603,T00280,U00360,P002,2024-04,1649.0,1649.0,2024-05-04,Paid
PAY001604,T00280,U00360,P002,2024-05,1649.0,1649.0,2024-06-03,Paid
PAY001605,T00280,U00360,P002,2024-06,1649.0,1649.0,2024-07-03,Paid
PAY001606,T00280,U00360,P002,2024-07,1649.0,1649.0,2024-08-02,Paid
PAY001607,T00282,U00362,P002,2024-05,1798.0,1798.0,2024-06-02,Paid
PAY001608,T00282,U00362,P002,2024-06,1798.0,1798.0,2024-07-03,Paid
PAY001609,T00282,U00362,P002,2024-07,1798.0,1798.0,2024-08-03,Paid
PAY001610,T00282,U00362,P002,2024-08,1798.0,1798.0,2024-08-29,Paid
PAY001611,T00282,U00362,P002,2024-09,1798.0,1798.0,2024-10-02,Paid
PAY001612,T00282,U00362,P002,2024-10,1798.0,1798.0,2024-10-31,Paid
PAY001613,T00282,U00362,P002,2024-11,1798.0,1798.0,2024-11-29,Paid
PAY001614,T00282,U00362,P002,2024-12,1798.0,1798.0,2024-12-27,Paid
PAY001615,T00282,U00362,P002,2025-01,1798.0,1798.0,2025-01-29,Paid
PAY001616,T00282,U00362,P002,2025-02,1798.0,1798.0,2025-02-28,Paid
PAY001617,T00285,U00366,P002,2024-01,2052.0,2052.0,2024-01-04,Paid
PAY001618,T00285,U00366,P002,2024-01,2052.0,2052.0,2024-02-03,Paid
PAY001619,T00285,U00366,P002,2024-03,2052.0,2052.0,2024-03-04,Paid
PAY001620,T00285,U00366,P002,2024-03,2052.0,2052.0,2024-04-04,Paid
PAY001621,T00285,U00366,P002,2024-04,2052.0,2052.0,2024-05-04,Paid
PAY001622,T00285,U00366,P002,2024-05,2052.0,1716.0,2024-06-14,Partial
PAY001623,T00285,U00366,P002,2024-06,2052.0,2052.0,2024-06-30,Paid
PAY001624,T00285,U00366,P002,2024-07,2052.0,2052.0,2024-07-30,Paid
PAY001625,T00285,U00366,P002,2024-08,2052.0,2052.0,2024-08-31,Paid
PAY001626,T00285,U00366,P002,2024-09,2052.0,2052.0,2024-09-28,Paid
PAY001627,T00285,U00366,P002,2024-10,2052.0,2052.0,2024-10-31,Paid
PAY001628,T00285,U00366,P002,2024-11,2052.0,2052.0,2024-11-27,Paid
PAY001629,T00285,U00366,P002,2024-12,2052.0,2052.0,2024-12-29,Paid
PAY001630,T00285,U00366,P002,2025-01,2052.0,2052.0,2025-01-28,Paid
PAY001631,T00285,U00366,P002,2025-02,2052.0,2052.0,2025-02-27,Paid
PAY001632,T00286,U00367,P002,2024-01,1888.0,1888.0,2024-01-03,Paid
PAY001633,T00286,U00367,P002,2024-01,1888.0,1888.0,2024-02-05,Paid
PAY001634,T00286,U00367,P002,2024-03,1888.0,1888.0,2024-03-06,Paid
PAY001635,T00286,U00367,P002,2024-03,1888.0,1888.0,2024-04-02,Paid
PAY001636,T00286,U00367,P002,2024-04,1888.0,1888.0,2024-05-04,Paid
PAY001637,T00286,U00367,P002,2024-05,1888.0,1888.0,2024-06-01,Paid
PAY001638,T00286,U00367,P002,2024-06,1888.0,1888.0,2024-07-01,Paid
PAY001639,T00286,U00367,P002,2024-07,1888.0,1888.0,2024-08-03,Paid
PAY001640,T00286,U00367,P002,2024-08,1888.0,1888.0,2024-08-29,Paid
PAY001641,T00286,U00367,P002,2024-09,1888.0,1888.0,2024-09-30,Paid
PAY001642,T00286,U00367,P002,2024-10,1888.0,1888.0,2024-10-30,Paid
PAY001643,T00286,U00367,P002,2024-11,1888.0,1888.0,2024-11-30,Paid
PAY001644,T00286,U00367,P002,2024-12,1888.0,1888.0,2024-12-28,Paid
PAY001645,T00286,U00367,P002,2025-01,1888.0,1888.0,2025-01-28,Paid
PAY001646,T00286,U00367,P002,2025-02,1888.0,1888.0,2025-02-25,Paid
PAY001647,T00288,U00369,P002,2024-01,1873.0,1873.0,2024-01-02,Paid
PAY001648,T00288,U00369,P002,2024-01,1873.0,1873.0,2024-02-05,Paid
PAY001649,T00288,U00369,P002,2024-03,1873.0,1873.0,2024-03-03,Paid
PAY001650,T00288,U00369,P002,2024-03,1873.0,1873.0,2024-04-04,Paid
PAY001651,T00288,U00369,P002,2024-04,1873.0,1758.0,2024-05-09,Partial
PAY001652,T00288,U00369,P002,2024-05,1873.0,1873.0,2024-06-01,Paid
PAY001653,T00288,U00369,P002,2024-06,1873.0,1873.0,2024-06-30,Paid
PAY001654,T00288,U00369,P002,2024-07,1873.0,1873.0,2024-07-30,Paid
PAY001655,T00289,U00371,P002,2024-01,1880.0,1880.0,2024-01-03,Paid
PAY001656,T00289,U00371,P002,2024-01,1880.0,1880.0,2024-02-04,Paid
PAY001657,T00289,U00371,P002,2024-03,1880.0,1880.0,2024-03-04,Paid
PAY001658,T00289,U00371,P002,2024-03,1880.0,1880.0,2024-04-02,Paid
PAY001659,T00289,U00371,P002,2024-04,1880.0,1880.0,2024-05-02,Paid
PAY001660,T00289,U00371,P002,2024-05,1880.0,1880.0,2024-05-31,Paid
PAY001661,T00289,U00371,P002,2024-06,1880.0,1880.0,2024-07-01,Paid
PAY001662,T00289,U00371,P002,2024-07,1880.0,1880.0,2024-08-03,Paid
PAY001663,T00289,U00371,P002,2024-08,1880.0,1880.0,2024-09-02,Paid
PAY001664,T00289,U00371,P002,2024-09,1880.0,1880.0,2024-09-28,Paid
PAY001665,T00289,U00371,P002,2024-10,1880.0,1880.0,2024-10-29,Paid
PAY001666,T00289,U00371,P002,2024-11,1880.0,1880.0,2024-11-28,Paid
PAY001667,T00289,U00371,P002,2024-12,1880.0,1880.0,2024-12-28,Paid
PAY001668,T00289,U00371,P002,2025-01,1880.0,1880.0,2025-01-28,Paid
PAY001669,T00289,U00371,P002,2025-02,1880.0,1880.0,2025-02-27,Paid
PAY001670,T00291,U00373,P002,2024-01,1766.0,1766.0,2024-01-05,Paid
PAY001671,T00291,U00373,P002,2024-01,1766.0,1766.0,2024-02-01,Paid
PAY001672,T00293,U00375,P002,2024-01,1803.0,1803.0,2024-01-03,Paid
PAY001673,T00293,U00375,P002,2024-01,1803.0,1803.0,2024-02-01,Paid
PAY001674,T00295,U00377,P002,2024-01,1814.0,1814.0,2024-01-05,Paid
PAY001675,T00295,U00377,P002,2024-01,1814.0,1814.0,2024-02-03,Paid
PAY001676,T00295,U00377,P002,2024-03,1814.0,1814.0,2024-03-05,Paid
PAY001677,T00295,U00377,P002,2024-03,1814.0,1814.0,2024-04-04,Paid
PAY001678,T00295,U00377,P002,2024-04,1814.0,1814.0,2024-05-04,Paid
PAY001679,T00295,U00377,P002,2024-05,1814.0,1814.0,2024-06-03,Paid
PAY001680,T00295,U00377,P002,2024-06,1814.0,1745.0,2024-07-10,Partial
PAY001681,T00295,U00377,P002,2024-07,1814.0,1814.0,2024-08-03,Paid
PAY001682,T00295,U00377,P002,2024-08,1814.0,1814.0,2024-09-01,Paid
PAY001683,T00295,U00377,P002,2024-09,1814.0,1814.0,2024-10-02,Paid
PAY001684,T00295,U00377,P002,2024-10,1814.0,1055.0,2024-11-15,Partial
PAY001685,T00296,U00378,P002,2024-01,1791.0,1791.0,2024-01-02,Paid
PAY001686,T00296,U00378,P002,2024-01,1791.0,1791.0,2024-02-05,Paid
PAY001687,T00296,U00378,P002,2024-03,1791.0,0.0,,Delinquent
PAY001688,T00296,U00378,P002,2024-03,1791.0,1791.0,2024-04-01,Paid
PAY001689,T00296,U00378,P002,2024-04,1791.0,1791.0,2024-05-04,Paid
PAY001690,T00296,U00378,P002,2024-05,1791.0,1791.0,2024-06-02,Paid
PAY001691,T00296,U00378,P002,2024-06,1791.0,1791.0,2024-07-02,Paid
PAY001692,T00296,U00378,P002,2024-07,1791.0,1791.0,2024-07-30,Paid
PAY001693,T00296,U00378,P002,2024-08,1791.0,1791.0,2024-08-30,Paid
PAY001694,T00296,U00378,P002,2024-09,1791.0,1791.0,2024-10-02,Paid
PAY001695,T00296,U00378,P002,2024-10,1791.0,1791.0,2024-10-29,Paid
PAY001696,T00296,U00378,P002,2024-11,1791.0,1791.0,2024-11-29,Paid
PAY001697,T00296,U00378,P002,2024-12,1791.0,1791.0,2024-12-28,Paid
PAY001698,T00296,U00378,P002,2025-01,1791.0,1791.0,2025-01-27,Paid
PAY001699,T00296,U00378,P002,2025-02,1791.0,1791.0,2025-02-27,Paid
PAY001700,T00298,U00380,P002,2024-01,1873.0,1873.0,2024-01-05,Paid
PAY001701,T00298,U00380,P002,2024-01,1873.0,1873.0,2024-02-03,Paid
PAY001702,T00298,U00380,P002,2024-03,1873.0,1873.0,2024-03-05,Paid
PAY001703,T00298,U00380,P002,2024-03,1873.0,1873.0,2024-04-01,Paid
PAY001704,T00298,U00380,P002,2024-04,1873.0,1873.0,2024-05-02,Paid
PAY001705,T00298,U00380,P002,2024-05,1873.0,1873.0,2024-05-31,Paid
PAY001706,T00298,U00380,P002,2024-06,1873.0,1873.0,2024-06-30,Paid
PAY001707,T00298,U00380,P002,2024-07,1873.0,1873.0,2024-08-02,Paid
PAY001708,T00299,U00381,P002,2024-01,1673.0,1673.0,2024-01-05,Paid
PAY001709,T00300,U00382,P002,2024-03,2048.0,2048.0,2024-04-03,Paid
PAY001710,T00300,U00382,P002,2024-04,2048.0,2048.0,2024-05-05,Paid
PAY001711,T00300,U00382,P002,2024-05,2048.0,2048.0,2024-05-31,Paid
PAY001712,T00300,U00382,P002,2024-06,2048.0,1896.0,2024-07-12,Partial
PAY001713,T00300,U00382,P002,2024-07,2048.0,2048.0,2024-08-01,Paid
PAY001714,T00300,U00382,P002,2024-08,2048.0,2048.0,2024-09-02,Paid
PAY001715,T00300,U00382,P002,2024-09,2048.0,2048.0,2024-09-28,Paid
PAY001716,T00300,U00382,P002,2024-10,2048.0,2048.0,2024-11-01,Paid
PAY001717,T00300,U00382,P002,2024-11,2048.0,2048.0,2024-11-27,Paid
PAY001718,T00300,U00382,P002,2024-12,2048.0,2048.0,2024-12-31,Paid
PAY001719,T00300,U00382,P002,2025-01,2048.0,2048.0,2025-01-29,Paid
PAY001720,T00300,U00382,P002,2025-02,2048.0,2048.0,2025-03-01,Paid
PAY001721,T00303,U00385,P002,2024-03,1809.0,1809.0,2024-04-05,Paid
PAY001722,T00303,U00385,P002,2024-04,1809.0,1809.0,2024-05-03,Paid
PAY001723,T00303,U00385,P002,2024-05,1809.0,1809.0,2024-06-04,Paid
PAY001724,T00303,U00385,P002,2024-06,1809.0,1809.0,2024-07-03,Paid
PAY001725,T00303,U00385,P002,2024-07,1809.0,1809.0,2024-08-02,Paid
PAY001726,T00303,U00385,P002,2024-08,1809.0,1809.0,2024-08-29,Paid
PAY001727,T00303,U00385,P002,2024-09,1809.0,1809.0,2024-10-02,Paid
PAY001728,T00303,U00385,P002,2024-10,1809.0,1809.0,2024-11-01,Paid
PAY001729,T00303,U00385,P002,2024-11,1809.0,1809.0,2024-11-28,Paid
PAY001730,T00303,U00385,P002,2024-12,1809.0,1239.0,2025-01-11,Partial
PAY001731,T00303,U00385,P002,2025-01,1809.0,1809.0,2025-01-28,Paid
PAY001732,T00303,U00385,P002,2025-02,1809.0,1809.0,2025-02-26,Paid
PAY001733,T00306,U00389,P002,2024-03,1964.0,1964.0,2024-03-05,Paid
PAY001734,T00306,U00389,P002,2024-03,1964.0,1964.0,2024-04-02,Paid
PAY001735,T00306,U00389,P002,2024-04,1964.0,1964.0,2024-05-03,Paid
PAY001736,T00306,U00389,P002,2024-05,1964.0,1964.0,2024-06-01,Paid
PAY001737,T00306,U00389,P002,2024-06,1964.0,1964.0,2024-07-04,Paid
PAY001738,T00306,U00389,P002,2024-07,1964.0,1964.0,2024-07-31,Paid
PAY001739,T00306,U00389,P002,2024-08,1964.0,1964.0,2024-09-02,Paid
PAY001740,T00306,U00389,P002,2024-09,1964.0,1964.0,2024-09-29,Paid
PAY001741,T00306,U00389,P002,2024-10,1964.0,1964.0,2024-10-28,Paid
PAY001742,T00306,U00389,P002,2024-11,1964.0,1964.0,2024-11-27,Paid
PAY001743,T00306,U00389,P002,2024-12,1964.0,1964.0,2024-12-30,Paid
PAY001744,T00306,U00389,P002,2025-01,1964.0,1964.0,2025-01-27,Paid
PAY001745,T00306,U00389,P002,2025-02,1964.0,1964.0,2025-02-26,Paid
PAY001746,T00307,U00390,P002,2024-01,1814.0,1814.0,2024-01-05,Paid
PAY001747,T00307,U00390,P002,2024-01,1814.0,1814.0,2024-02-04,Paid
PAY001748,T00307,U00390,P002,2024-03,1814.0,1814.0,2024-03-04,Paid
PAY001749,T00307,U00390,P002,2024-03,1814.0,1814.0,2024-04-03,Paid
PAY001750,T00307,U00390,P002,2024-04,1814.0,1814.0,2024-05-03,Paid
PAY001751,T00307,U00390,P002,2024-05,1814.0,1814.0,2024-06-04,Paid
PAY001752,T00308,U00391,P002,2024-01,2032.0,2032.0,2024-01-04,Paid
PAY001753,T00308,U00391,P002,2024-01,2032.0,2032.0,2024-02-03,Paid
PAY001754,T00308,U00391,P002,2024-03,2032.0,2032.0,2024-03-06,Paid
PAY001755,T00308,U00391,P002,2024-03,2032.0,2032.0,2024-04-03,Paid
PAY001756,T00308,U00391,P002,2024-04,2032.0,2032.0,2024-05-02,Paid
PAY001757,T00309,U00392,P002,2024-01,1993.0,1993.0,2024-01-02,Paid
PAY001758,T00309,U00392,P002,2024-01,1993.0,1993.0,2024-02-03,Paid
PAY001759,T00309,U00392,P002,2024-03,1993.0,1993.0,2024-03-06,Paid
PAY001760,T00309,U00392,P002,2024-03,1993.0,1993.0,2024-04-04,Paid
PAY001761,T00309,U00392,P002,2024-04,1993.0,1993.0,2024-05-05,Paid
PAY001762,T00310,U00393,P002,2024-01,2010.0,2010.0,2024-01-04,Paid
PAY001763,T00310,U00393,P002,2024-01,2010.0,2010.0,2024-02-02,Paid
PAY001764,T00310,U00393,P002,2024-03,2010.0,2010.0,2024-03-03,Paid
PAY001765,T00310,U00393,P002,2024-03,2010.0,2010.0,2024-04-02,Paid
PAY001766,T00310,U00393,P002,2024-04,2010.0,2010.0,2024-05-02,Paid
PAY001767,T00310,U00393,P002,2024-05,2010.0,2010.0,2024-06-04,Paid
PAY001768,T00310,U00393,P002,2024-06,2010.0,2010.0,2024-07-03,Paid
PAY001769,T00310,U00393,P002,2024-07,2010.0,2010.0,2024-08-02,Paid
PAY001770,T00310,U00393,P002,2024-08,2010.0,2010.0,2024-08-31,Paid
PAY001771,T00310,U00393,P002,2024-09,2010.0,2010.0,2024-09-29,Paid
PAY001772,T00310,U00393,P002,2024-10,2010.0,2010.0,2024-10-28,Paid
PAY001773,T00310,U00393,P002,2024-11,2010.0,2010.0,2024-11-27,Paid
PAY001774,T00310,U00393,P002,2024-12,2010.0,2010.0,2024-12-30,Paid
PAY001775,T00310,U00393,P002,2025-01,2010.0,2010.0,2025-01-29,Paid
PAY001776,T00310,U00393,P002,2025-02,2010.0,0.0,,Delinquent
PAY001777,T00311,U00395,P002,2024-01,2158.0,2158.0,2024-01-04,Paid
PAY001778,T00311,U00395,P002,2024-01,2158.0,2158.0,2024-02-02,Paid
PAY001779,T00311,U00395,P002,2024-03,2158.0,2158.0,2024-03-05,Paid
PAY001780,T00311,U00395,P002,2024-03,2158.0,2158.0,2024-04-04,Paid
PAY001781,T00311,U00395,P002,2024-04,2158.0,2158.0,2024-05-04,Paid
PAY001782,T00311,U00395,P002,2024-05,2158.0,2158.0,2024-06-01,Paid
PAY001783,T00311,U00395,P002,2024-06,2158.0,2158.0,2024-07-04,Paid
PAY001784,T00311,U00395,P002,2024-07,2158.0,2158.0,2024-08-01,Paid
PAY001785,T00311,U00395,P002,2024-08,2158.0,2158.0,2024-08-31,Paid
PAY001786,T00311,U00395,P002,2024-09,2158.0,2158.0,2024-09-28,Paid
PAY001787,T00311,U00395,P002,2024-10,2158.0,2158.0,2024-10-28,Paid
PAY001788,T00311,U00395,P002,2024-11,2158.0,2158.0,2024-11-27,Paid
PAY001789,T00313,U00398,P002,2024-01,1829.0,1829.0,2024-01-05,Paid
PAY001790,T00313,U00398,P002,2024-01,1829.0,1829.0,2024-02-01,Paid
PAY001791,T00313,U00398,P002,2024-03,1829.0,1626.0,2024-03-18,Partial
PAY001792,T00313,U00398,P002,2024-03,1829.0,1829.0,2024-04-01,Paid
PAY001793,T00313,U00398,P002,2024-04,1829.0,1829.0,2024-05-02,Paid
PAY001794,T00313,U00398,P002,2024-05,1829.0,1829.0,2024-06-02,Paid
PAY001795,T00313,U00398,P002,2024-06,1829.0,0.0,,Delinquent
PAY001796,T00313,U00398,P002,2024-07,1829.0,1829.0,2024-08-01,Paid
PAY001797,T00313,U00398,P002,2024-08,1829.0,1829.0,2024-08-29,Paid
PAY001798,T00313,U00398,P002,2024-09,1829.0,1829.0,2024-09-30,Paid
PAY001799,T00313,U00398,P002,2024-10,1829.0,1829.0,2024-10-28,Paid
PAY001800,T00313,U00398,P002,2024-11,1829.0,0.0,,Delinquent
PAY001801,T00313,U00398,P002,2024-12,1829.0,1829.0,2024-12-27,Paid
PAY001802,T00313,U00398,P002,2025-01,1829.0,1829.0,2025-01-27,Paid
PAY001803,T00313,U00398,P002,2025-02,1829.0,1829.0,2025-02-28,Paid
PAY001804,T00322,U00411,P002,2024-01,2154.0,2154.0,2024-01-05,Paid
PAY001805,T00322,U00411,P002,2024-01,2154.0,2154.0,2024-02-05,Paid
PAY001806,T00322,U00411,P002,2024-03,2154.0,2154.0,2024-03-06,Paid
PAY001807,T00322,U00411,P002,2024-03,2154.0,2154.0,2024-04-05,Paid
PAY001808,T00322,U00411,P002,2024-04,2154.0,2154.0,2024-05-01,Paid
PAY001809,T00322,U00411,P002,2024-05,2154.0,2154.0,2024-06-02,Paid
PAY001810,T00322,U00411,P002,2024-06,2154.0,2154.0,2024-07-04,Paid
PAY001811,T00322,U00411,P002,2024-07,2154.0,2154.0,2024-08-03,Paid
PAY001812,T00322,U00411,P002,2024-08,2154.0,2154.0,2024-08-31,Paid
PAY001813,T00325,U00415,P002,2024-01,2195.0,2195.0,2024-01-04,Paid
PAY001814,T00325,U00415,P002,2024-01,2195.0,2195.0,2024-02-04,Paid
PAY001815,T00325,U00415,P002,2024-03,2195.0,2195.0,2024-03-04,Paid
PAY001816,T00325,U00415,P002,2024-03,2195.0,1427.0,2024-04-16,Partial
PAY001817,T00325,U00415,P002,2024-04,2195.0,2195.0,2024-05-04,Paid
PAY001818,T00325,U00415,P002,2024-05,2195.0,2195.0,2024-06-01,Paid
PAY001819,T00325,U00415,P002,2024-06,2195.0,2195.0,2024-07-02,Paid
PAY001820,T00326,U00416,P002,2024-03,1948.0,1948.0,2024-04-02,Paid
PAY001821,T00326,U00416,P002,2024-04,1948.0,1948.0,2024-05-02,Paid
PAY001822,T00326,U00416,P002,2024-05,1948.0,1948.0,2024-05-31,Paid
PAY001823,T00326,U00416,P002,2024-06,1948.0,1948.0,2024-07-04,Paid
PAY001824,T00326,U00416,P002,2024-07,1948.0,1948.0,2024-07-31,Paid
PAY001825,T00326,U00416,P002,2024-08,1948.0,1948.0,2024-09-01,Paid
PAY001826,T00326,U00416,P002,2024-09,1948.0,1948.0,2024-09-28,Paid
PAY001827,T00326,U00416,P002,2024-10,1948.0,1948.0,2024-10-30,Paid
PAY001828,T00326,U00416,P002,2024-11,1948.0,1948.0,2024-12-01,Paid
PAY001829,T00326,U00416,P002,2024-12,1948.0,1948.0,2024-12-30,Paid
PAY001830,T00326,U00416,P002,2025-01,1948.0,1948.0,2025-01-26,Paid
PAY001831,T00326,U00416,P002,2025-02,1948.0,1948.0,2025-03-01,Paid
PAY001832,T00329,U00421,P002,2024-01,2290.0,2290.0,2024-01-04,Paid
PAY001833,T00329,U00421,P002,2024-01,2290.0,1380.0,2024-02-13,Partial
PAY001834,T00329,U00421,P002,2024-03,2290.0,2290.0,2024-03-04,Paid
PAY001835,T00329,U00421,P002,2024-03,2290.0,2290.0,2024-04-02,Paid
PAY001836,T00329,U00421,P002,2024-04,2290.0,2290.0,2024-05-01,Paid
PAY001837,T00329,U00421,P002,2024-05,2290.0,2290.0,2024-06-02,Paid
PAY001838,T00329,U00421,P002,2024-06,2290.0,2290.0,2024-07-03,Paid
PAY001839,T00330,U00424,P002,2024-01,2080.0,2080.0,2024-01-05,Paid
PAY001840,T00330,U00424,P002,2024-01,2080.0,2080.0,2024-02-03,Paid
PAY001841,T00330,U00424,P002,2024-03,2080.0,2080.0,2024-03-04,Paid
PAY001842,T00330,U00424,P002,2024-03,2080.0,2080.0,2024-04-04,Paid
PAY001843,T00330,U00424,P002,2024-04,2080.0,2080.0,2024-05-05,Paid
PAY001844,T00330,U00424,P002,2024-05,2080.0,2080.0,2024-06-01,Paid
PAY001845,T00330,U00424,P002,2024-06,2080.0,2080.0,2024-07-01,Paid
PAY001846,T00332,U00426,P002,2024-01,2127.0,1497.0,2024-01-14,Partial
PAY001847,T00332,U00426,P002,2024-01,2127.0,2127.0,2024-02-03,Paid
PAY001848,T00332,U00426,P002,2024-03,2127.0,2127.0,2024-03-03,Paid
PAY001849,T00332,U00426,P002,2024-03,2127.0,2127.0,2024-04-05,Paid
PAY001850,T00332,U00426,P002,2024-04,2127.0,2127.0,2024-05-03,Paid
PAY001851,T00332,U00426,P002,2024-05,2127.0,2127.0,2024-06-01,Paid
PAY001852,T00332,U00426,P002,2024-06,2127.0,2127.0,2024-06-30,Paid
PAY001853,T00332,U00426,P002,2024-07,2127.0,2127.0,2024-08-01,Paid
PAY001854,T00332,U00426,P002,2024-08,2127.0,2127.0,2024-08-31,Paid
PAY001855,T00333,U00427,P002,2024-01,2169.0,2169.0,2024-01-02,Paid
PAY001856,T00333,U00427,P002,2024-01,2169.0,2169.0,2024-02-05,Paid
PAY001857,T00333,U00427,P002,2024-03,2169.0,2169.0,2024-03-03,Paid
PAY001858,T00333,U00427,P002,2024-03,2169.0,2169.0,2024-04-05,Paid
PAY001859,T00333,U00427,P002,2024-04,2169.0,2169.0,2024-05-04,Paid
PAY001860,T00335,U00429,P002,2024-01,2163.0,2163.0,2024-01-06,Paid
PAY001861,T00335,U00429,P002,2024-01,2163.0,2163.0,2024-02-05,Paid
PAY001862,T00335,U00429,P002,2024-03,2163.0,2163.0,2024-03-02,Paid
PAY001863,T00335,U00429,P002,2024-03,2163.0,2163.0,2024-04-05,Paid
PAY001864,T00335,U00429,P002,2024-04,2163.0,2163.0,2024-05-05,Paid
PAY001865,T00335,U00429,P002,2024-05,2163.0,0.0,,Delinquent
PAY001866,T00335,U00429,P002,2024-06,2163.0,2163.0,2024-07-02,Paid
PAY001867,T00335,U00429,P002,2024-07,2163.0,2163.0,2024-08-02,Paid
PAY001868,T00335,U00429,P002,2024-08,2163.0,2163.0,2024-08-29,Paid
PAY001869,T00335,U00429,P002,2024-09,2163.0,2163.0,2024-10-01,Paid
PAY001870,T00335,U00429,P002,2024-10,2163.0,2163.0,2024-11-01,Paid
PAY001871,T00335,U00429,P002,2024-11,2163.0,2163.0,2024-11-29,Paid
PAY001872,T00335,U00429,P002,2024-12,2163.0,2163.0,2024-12-28,Paid
PAY001873,T00335,U00429,P002,2025-01,2163.0,2163.0,2025-01-28,Paid
PAY001874,T00335,U00429,P002,2025-02,2163.0,2163.0,2025-02-25,Paid
PAY001875,T00337,U00432,P002,2024-01,1995.0,1995.0,2024-01-06,Paid
PAY001876,T00337,U00432,P002,2024-01,1995.0,1995.0,2024-02-03,Paid
PAY001877,T00337,U00432,P002,2024-03,1995.0,1995.0,2024-03-03,Paid
PAY001878,T00337,U00432,P002,2024-03,1995.0,1995.0,2024-04-04,Paid
PAY001879,T00337,U00432,P002,2024-04,1995.0,1995.0,2024-05-01,Paid
PAY001880,T00337,U00432,P002,2024-05,1995.0,1995.0,2024-05-31,Paid
PAY001881,T00337,U00432,P002,2024-06,1995.0,1995.0,2024-07-02,Paid
PAY001882,T00337,U00432,P002,2024-07,1995.0,1995.0,2024-08-03,Paid
PAY001883,T00337,U00432,P002,2024-08,1995.0,1013.0,2024-09-16,Partial
PAY001884,T00337,U00432,P002,2024-09,1995.0,1774.0,2024-10-13,Partial
PAY001885,T00337,U00432,P002,2024-10,1995.0,1995.0,2024-11-01,Paid
PAY001886,T00337,U00432,P002,2024-11,1995.0,1995.0,2024-11-30,Paid
PAY001887,T00340,U00436,P002,2024-01,1828.0,0.0,,Delinquent
PAY001888,T00340,U00436,P002,2024-01,1828.0,1828.0,2024-02-05,Paid
PAY001889,T00340,U00436,P002,2024-03,1828.0,1828.0,2024-03-02,Paid
PAY001890,T00341,U00437,P002,2024-01,2263.0,2263.0,2024-01-05,Paid
PAY001891,T00341,U00437,P002,2024-01,2263.0,2263.0,2024-02-03,Paid
PAY001892,T00341,U00437,P002,2024-03,2263.0,2263.0,2024-03-03,Paid
PAY001893,T00341,U00437,P002,2024-03,2263.0,2263.0,2024-04-04,Paid
PAY001894,T00341,U00437,P002,2024-04,2263.0,2263.0,2024-05-02,Paid
PAY001895,T00341,U00437,P002,2024-05,2263.0,1154.0,2024-06-07,Partial
PAY001896,T00341,U00437,P002,2024-06,2263.0,1942.0,2024-07-07,Partial
PAY001897,T00341,U00437,P002,2024-07,2263.0,2263.0,2024-08-01,Paid
PAY001898,T00341,U00437,P002,2024-08,2263.0,2263.0,2024-09-01,Paid
PAY001899,T00341,U00437,P002,2024-09,2263.0,2263.0,2024-09-29,Paid
PAY001900,T00341,U00437,P002,2024-10,2263.0,2263.0,2024-10-30,Paid
PAY001901,T00341,U00437,P002,2024-11,2263.0,2263.0,2024-12-01,Paid
PAY001902,T00342,U00438,P002,2024-01,2308.0,2308.0,2024-01-02,Paid
PAY001903,T00342,U00438,P002,2024-01,2308.0,2308.0,2024-02-02,Paid
PAY001904,T00342,U00438,P002,2024-03,2308.0,2308.0,2024-03-02,Paid
PAY001905,T00342,U00438,P002,2024-03,2308.0,1229.0,2024-04-18,Partial
PAY001906,T00342,U00438,P002,2024-04,2308.0,2308.0,2024-05-03,Paid
PAY001907,T00342,U00438,P002,2024-05,2308.0,1282.0,2024-06-12,Partial
PAY001908,T00342,U00438,P002,2024-06,2308.0,2308.0,2024-07-04,Paid
PAY001909,T00342,U00438,P002,2024-07,2308.0,2308.0,2024-08-03,Paid
PAY001910,T00342,U00438,P002,2024-08,2308.0,2308.0,2024-08-29,Paid
PAY001911,T00342,U00438,P002,2024-09,2308.0,2308.0,2024-10-02,Paid
PAY001912,T00342,U00438,P002,2024-10,2308.0,2308.0,2024-10-28,Paid
PAY001913,T00342,U00438,P002,2024-11,2308.0,2308.0,2024-11-27,Paid
PAY001914,T00342,U00438,P002,2024-12,2308.0,2308.0,2024-12-30,Paid
PAY001915,T00342,U00438,P002,2025-01,2308.0,2308.0,2025-01-30,Paid
PAY001916,T00342,U00438,P002,2025-02,2308.0,1974.0,2025-03-16,Partial
PAY001917,T00345,U00441,P002,2024-01,2176.0,2176.0,2024-01-02,Paid
PAY001918,T00345,U00441,P002,2024-01,2176.0,0.0,,Delinquent
PAY001919,T00345,U00441,P002,2024-03,2176.0,2176.0,2024-03-04,Paid
PAY001920,T00345,U00441,P002,2024-03,2176.0,2176.0,2024-04-05,Paid
PAY001921,T00345,U00441,P002,2024-04,2176.0,2176.0,2024-05-03,Paid
PAY001922,T00345,U00441,P002,2024-05,2176.0,2176.0,2024-06-03,Paid
PAY001923,T00345,U00441,P002,2024-06,2176.0,2176.0,2024-07-03,Paid
